D:\Data_Here\Pieter_Vermeesch\20260217_Morocco_as_apatite_c.b\A #16.d
Intensity Vs Time,CPS
Acquired      : 2026-02-17 17:50:21 using Batch 20260217_Morocco_as_apatite_c.b
Time [Sec],P31,Ca43,Pb206,Pb207,Pb208,Th232,U238
0.4288,11804.71,1500.08,10.00,7.25,33.33,0.00,0.00
0.8288,12605.37,2500.21,0.00,21.74,33.33,0.00,0.00
1.2288,11404.40,2500.21,30.00,21.74,16.67,0.00,0.00
1.6288,14006.63,2600.23,20.00,7.25,83.33,0.00,0.00
2.0288,31633.81,1300.06,20.00,14.49,33.33,0.00,0.00
2.4288,12605.37,2100.15,30.00,14.49,33.33,0.00,20.00
2.8288,13406.08,2000.14,10.00,7.25,16.67,0.00,0.00
3.2288,10603.80,3600.44,40.00,43.48,16.67,0.00,0.00
3.6288,13606.26,2300.18,10.00,0.00,16.67,0.00,0.00
4.0288,11204.24,3000.31,10.00,0.00,66.67,0.00,0.00
4.4288,13806.45,2600.23,20.00,7.25,16.67,0.00,0.00
4.8289,10803.95,3000.31,50.00,0.00,33.33,0.00,0.00
5.2289,12405.20,2500.21,20.00,14.49,66.67,0.00,20.00
5.6289,12605.37,2000.14,10.00,14.49,16.67,0.00,0.00
6.0289,12205.04,2000.14,0.00,14.49,33.33,0.00,20.00
6.4289,12205.04,2100.15,20.00,14.49,33.33,0.00,0.00
6.8289,14807.41,2000.14,900.03,2261.06,6935.16,2750.29,1080.05
7.2289,1372054.20,102255.35,1930.14,1420.37,3283.74,13907.44,3940.60
7.6289,5659497.36,318011.89,1480.08,789.88,2116.84,21067.06,5421.13
8.0289,5587076.89,361195.00,1190.05,514.50,1933.48,20616.34,5881.33
8.4289,5732041.97,467847.27,950.03,579.72,1633.43,21718.13,7001.89
8.8289,8661905.69,371446.39,830.03,427.54,1633.43,23370.99,5801.30
9.2289,6806456.92,408410.21,710.02,449.28,1650.10,22669.75,5921.35
9.6289,5372918.85,358838.16,750.02,471.02,1300.06,21567.88,4900.93
10.0289,4747625.04,402654.22,720.02,514.50,1100.05,20616.34,6241.50
10.4290,3937146.35,364269.68,880.03,318.84,1350.07,20065.48,5401.13
10.8290,7055124.54,417254.05,740.02,434.79,1383.41,20516.18,5861.33
11.2290,4722251.81,440313.92,780.02,492.76,1216.72,23270.81,6341.55
11.6290,4793455.76,474970.90,810.02,442.04,1333.40,22218.97,5241.06
12.0290,4507473.09,400496.31,600.01,318.84,1466.75,21317.47,5181.04
12.4290,5476894.49,399571.58,750.02,297.10,1383.41,19965.32,5000.97
12.8290,5181725.82,414065.53,710.02,420.30,1050.04,20866.73,4740.87
13.2290,3413221.34,342555.59,570.01,289.86,866.70,20816.65,5181.04
13.6290,4434382.29,378524.00,680.02,275.37,1300.06,20015.40,5521.18
14.0290,8806920.42,452269.73,600.01,413.05,1183.39,18663.39,5121.01
14.4290,7181320.38,397003.22,680.02,391.31,1383.41,20315.86,5281.08
14.8290,3476977.18,405429.13,540.01,376.82,1166.72,19464.56,5521.18
15.2290,5094334.64,330483.18,850.03,376.82,1366.74,20616.34,5161.03
15.6290,4576119.86,392073.17,620.01,260.87,1033.37,17161.32,5301.08
16.0290,5243147.92,377087.70,590.01,224.64,1183.39,18763.53,4580.81
16.4291,4718254.65,355047.53,730.02,318.84,1133.38,18112.61,4500.78
16.8291,6163709.70,356174.37,650.02,413.05,1083.38,19013.90,5121.01
17.2291,6381989.03,313516.60,640.02,427.54,1250.06,20115.55,4460.77
17.6291,4504146.27,356686.60,520.01,362.32,1033.37,18663.39,4100.65
18.0291,5525605.14,339280.74,630.02,311.60,1016.71,17361.59,4720.86
18.4291,4701297.79,351360.28,540.01,405.80,1000.04,17561.85,5521.18
18.8291,4685507.79,405223.58,450.01,289.86,1266.73,13907.44,3700.53
19.2291,4227026.86,343886.18,520.01,297.10,1250.06,17261.45,4400.75
