D:\Data_Here\Pieter_Vermeesch\20260217_Morocco_as_apatite_c.b\B #13.d
Intensity Vs Time,CPS
Acquired      : 2026-02-17 18:08:03 using Batch 20260217_Morocco_as_apatite_c.b
Time [Sec],P31,Ca43,Pb206,Pb207,Pb208,Th232,U238
0.4287,14807.41,1600.09,10.00,7.25,0.00,0.00,20.00
0.8287,17610.48,1800.11,10.00,0.00,16.67,0.00,0.00
1.2287,14807.41,1300.06,30.00,0.00,16.67,0.00,0.00
1.6287,14206.82,9002.76,40.00,14.49,0.00,0.00,0.00
2.0287,12004.87,1800.11,10.00,43.48,33.33,0.00,0.00
2.4287,15808.45,1800.11,20.00,14.49,0.00,0.00,0.00
2.8287,12205.04,900.03,10.00,7.25,0.00,0.00,0.00
3.2287,11604.55,1500.08,10.00,28.99,16.67,0.00,20.00
3.6287,13406.08,2200.17,10.00,14.49,0.00,0.00,0.00
4.0287,11004.09,3100.33,30.00,7.25,33.33,0.00,0.00
4.4287,11204.24,2200.17,20.00,0.00,0.00,0.00,0.00
4.8287,12405.20,2000.14,20.00,36.23,50.00,0.00,0.00
5.2287,12205.04,1600.09,30.00,21.74,16.67,0.00,0.00
5.6288,11004.09,1500.08,20.00,14.49,16.67,0.00,0.00
6.0288,11204.24,1200.05,20.00,7.25,50.00,0.00,0.00
6.4288,14807.41,1600.09,10.00,7.25,0.00,450.01,180.00
6.8288,186570.04,14707.37,930.03,1188.46,3133.71,8302.65,2440.23
7.2288,1971449.41,92088.30,1340.07,818.87,2083.50,28982.27,7902.41
7.6288,3865272.07,219023.83,1070.04,775.39,2600.26,44526.13,12345.88
8.0288,5017519.78,434751.61,1110.05,717.41,2450.23,50347.31,11405.02
8.4288,4616141.04,442786.77,1390.07,659.44,2600.26,49443.86,12726.25
8.8288,5046542.59,339587.72,1070.04,688.42,2000.15,52756.84,10704.42
9.2288,6307011.37,412008.79,1230.06,753.64,2250.19,60339.72,13186.71
9.6288,5785420.11,453713.28,1210.06,797.13,2100.17,53258.88,12986.51
