D:\Data_Here\Pieter_Vermeesch\20260217_Morocco_as_apatite_c.b\A #23.d
Intensity Vs Time,CPS
Acquired      : 2026-02-17 17:54:48 using Batch 20260217_Morocco_as_apatite_c.b
Time [Sec],P31,Ca43,Pb206,Pb207,Pb208,Th232,U238
0.4287,12605.37,2700.25,10.00,0.00,50.00,0.00,0.00
0.8287,17610.48,1500.08,30.00,28.99,16.67,0.00,0.00
1.2287,9803.25,1900.12,20.00,0.00,50.00,0.00,0.00
1.6287,13005.72,3500.42,0.00,0.00,66.67,0.00,0.00
2.0287,12605.37,3100.33,10.00,0.00,50.00,0.00,0.00
2.4287,13005.72,2700.25,10.00,0.00,16.67,0.00,0.00
2.8287,11204.24,1900.12,20.00,0.00,16.67,0.00,0.00
3.2287,14006.63,1200.05,50.00,7.25,0.00,0.00,20.00
3.6287,12004.87,3200.35,30.00,14.49,16.67,0.00,0.00
4.0288,9202.86,3600.44,0.00,7.25,16.67,0.00,0.00
4.4288,9402.99,2100.15,40.00,14.49,0.00,0.00,0.00
4.8288,9603.12,1400.07,20.00,7.25,16.67,0.00,0.00
5.2288,10803.95,2000.14,0.00,7.25,66.67,50.00,0.00
5.6288,9202.86,2300.18,10.00,21.74,0.00,0.00,0.00
6.0288,12004.87,2200.17,20.00,14.49,50.00,0.00,20.00
6.4288,13005.72,1900.12,10.00,0.00,33.33,0.00,200.00
6.8288,12805.55,4500.69,2420.22,5131.43,15892.90,1150.05,26306.69
7.2288,20414.09,54902.61,9563.46,7074.36,14324.44,1150.05,25645.36
7.6288,19813.27,84442.47,8742.89,5899.87,16527.02,1750.12,28711.79
8.0288,19813.27,89270.95,7682.23,5225.67,11972.10,2250.19,27088.30
8.4288,16008.66,93698.45,7412.08,4906.71,12138.92,1800.12,25966.00
8.8288,17009.78,95107.48,6751.73,5022.69,12672.75,1300.07,27388.93
9.2288,14607.21,92188.93,6691.69,4776.23,12022.14,950.03,25344.77
9.6289,14607.21,89572.78,7041.88,5189.43,12289.06,900.03,27849.91
10.0289,13005.72,97422.61,7282.01,5095.19,11605.10,750.02,23641.56
10.4289,13005.72,89069.73,6001.36,4826.97,11655.15,750.02,25605.29
10.8289,13205.90,100241.51,7292.01,4870.46,11521.70,1100.05,25304.69
11.2289,14607.21,92792.72,6951.83,5783.88,11821.96,800.02,26006.08
11.6289,15808.45,94101.01,7191.96,4964.70,11254.80,850.03,28731.83
12.0289,13606.26,98831.99,7191.96,5051.69,11888.69,350.00,26266.61
12.4289,12205.04,89069.73,7091.90,4870.46,12105.55,1050.04,26707.51
12.8289,12405.20,98026.61,7151.94,4870.46,11171.40,700.02,25645.36
13.2289,14206.82,99536.73,7071.89,5138.68,12005.46,750.02,28471.26
13.6289,11804.71,85850.62,7071.89,5008.20,11438.29,600.01,28651.66
14.0289,13406.08,84341.89,6631.67,5283.67,11588.42,600.01,28611.57
14.4289,15207.82,83839.03,6911.81,5109.68,11588.42,700.02,28912.23
14.8289,11804.71,85951.20,6381.54,4834.22,11771.92,900.03,28531.39
15.2290,12805.55,96315.33,7061.89,4855.97,11505.02,1000.04,27930.08
15.6290,12405.20,88969.13,6661.68,4921.21,12322.42,1000.04,31518.30
16.0290,16008.66,90176.46,7342.04,4602.25,11605.10,600.01,32681.18
16.4290,14206.82,83939.60,7171.95,5116.93,11905.37,500.01,29593.77
16.8290,15808.45,78710.72,6791.75,5124.18,11755.24,1100.05,33523.33
17.2290,15408.03,92490.81,7502.13,4768.98,11638.47,1050.04,32460.63
17.6290,15808.45,94402.94,7502.13,5334.41,12872.95,1100.05,32580.93
18.0290,12205.04,98831.99,7151.94,5225.67,11471.65,650.02,34626.22
18.4290,15007.62,92692.08,7682.23,5435.90,12455.88,1050.04,34987.19
18.8290,15007.62,93295.89,7221.97,5022.69,10854.46,1150.05,33723.85
19.2290,13406.08,94201.66,7151.94,4537.01,11388.25,900.03,32059.63
19.6290,14206.82,90981.41,7191.96,5102.44,12389.15,1150.05,32721.28
20.0290,15408.03,84241.32,6601.65,4508.02,10854.46,1250.06,32721.28
20.4290,14607.21,86655.33,7372.06,4950.20,12205.65,1150.05,31438.11
20.8291,16409.10,83436.74,7171.95,4899.46,10754.38,550.01,32881.68
21.2291,14607.21,88566.70,7121.92,4464.52,11288.16,550.01,33503.27
21.6291,11004.09,87460.09,6471.59,4377.54,11471.65,950.03,32781.43
22.0291,16609.33,86454.14,7241.99,4355.79,11738.55,750.02,33001.99
22.4291,14607.21,90176.46,6911.81,4471.77,10520.86,700.02,32039.58
22.8291,15207.82,87057.70,7251.99,4652.99,11605.10,1250.06,32921.79
23.2291,15608.24,81526.04,6491.60,4703.74,11188.08,1400.08,33984.53
23.6291,11804.71,81526.04,6741.72,4551.51,11354.89,650.02,33142.35
24.0291,14006.63,87761.88,7332.03,4450.03,11371.57,700.02,35107.52
24.4291,14206.82,87560.69,7071.89,4877.71,11521.70,1250.06,35989.93
24.8291,13606.26,91585.16,7562.16,4747.23,10387.42,950.03,33262.66
25.2291,11804.71,83939.60,7041.88,4964.70,11771.92,800.02,35548.72
25.6291,14607.21,94302.30,7582.18,4877.71,11138.03,900.03,34084.79
26.0292,13205.90,89270.95,7592.18,4747.23,10537.54,750.02,34646.28
26.4291,14206.82,85045.94,6731.72,4392.04,11221.44,1250.06,34345.48
26.8292,13205.90,91685.78,7772.29,5240.17,12639.39,900.03,35247.90
27.2292,12004.87,84140.75,6461.58,4747.23,11338.20,700.02,34666.33
27.6292,10603.80,91786.41,7302.02,4442.78,11671.83,700.02,35769.32
28.0292,13606.26,81928.27,7562.16,4537.01,11354.89,750.02,34666.33
28.4292,13606.26,81727.15,7322.03,4993.70,11371.57,850.03,32721.28
28.8292,13606.26,90176.46,7081.90,4624.00,11271.48,600.01,33683.74
29.2292,14206.82,86454.14,7011.86,4718.23,12722.80,850.03,35989.93
29.6292,12605.37,88063.68,6991.85,4377.54,11471.65,1100.05,35548.72


          Printed:2026-02-17 17:55:21
