D:\Data_Here\Pieter_Vermeesch\20260217_Morocco_as_apatite_c.b\MAD #1.d
Intensity Vs Time,CPS
Acquired      : 2026-02-17 17:37:48 using Batch 20260217_Morocco_as_apatite_c.b
Time [Sec],P31,Ca43,Pb206,Pb207,Pb208,Th232,U238
0.4287,15608.24,3000.31,20.00,7.25,16.67,0.00,0.00
0.8287,10403.66,2800.27,40.00,7.25,33.33,0.00,0.00
1.2287,11004.09,3400.39,40.00,28.99,16.67,0.00,0.00
1.6287,12405.20,2200.17,20.00,7.25,66.67,0.00,20.00
2.0287,12004.87,2200.17,20.00,7.25,16.67,0.00,0.00
2.4287,10403.66,2400.20,20.00,7.25,16.67,0.00,0.00
2.8287,13806.45,2800.27,10.00,0.00,33.33,0.00,0.00
3.2287,11204.24,2300.18,10.00,7.25,16.67,0.00,0.00
3.6287,11204.24,2900.29,20.00,0.00,33.33,0.00,0.00
4.0287,14206.82,2400.20,0.00,28.99,0.00,0.00,0.00
4.4287,12805.55,3300.37,20.00,0.00,33.33,0.00,0.00
4.8287,10603.80,2500.21,0.00,14.49,16.67,0.00,0.00
5.2287,12805.55,2400.20,30.00,28.99,0.00,0.00,0.00
5.6287,14006.63,2500.21,0.00,14.49,0.00,0.00,0.00
6.0287,12405.20,3300.37,10.00,21.74,16.67,0.00,0.00
6.4288,11804.71,3000.31,20.00,7.25,50.00,0.00,0.00
6.8288,9202.86,1600.09,10.00,231.89,8869.65,71445.80,4440.76
7.2288,893619.34,73584.19,3200.39,905.83,10137.23,180139.60,7882.40
7.6288,1073408.98,99536.73,1240.06,297.10,6801.75,312870.43,15088.78
8.0288,1947118.75,177973.68,1400.07,268.12,9753.61,428239.65,20816.71
8.4288,3323124.02,290550.71,1630.10,347.83,11321.52,592450.10,30295.39
8.8288,4647944.48,322610.74,1970.15,275.37,12389.15,613283.69,27890.00
9.2288,4524876.85,323837.33,1650.10,239.13,11121.35,617160.89,29052.55
9.6288,3766237.01,332937.77,1600.10,282.61,12656.07,587743.51,30756.47
10.0288,4003856.60,341122.75,1940.14,239.13,12122.24,632051.42,25264.62
10.4288,4422713.58,312086.57,1420.08,304.35,12555.97,635042.04,26827.75
10.8288,3909191.10,331403.61,2150.18,333.34,12722.80,631107.18,26607.30
11.2288,3420818.42,320975.42,1350.07,282.61,13540.28,645435.60,30936.90
11.6288,4364891.41,336108.91,2080.16,362.32,15809.47,676507.28,27789.78
12.0289,4573885.42,313618.75,1690.11,260.87,14190.96,648219.09,28010.25
12.4289,4448906.11,353306.23,1870.13,260.87,14791.62,671034.23,31498.25
12.8289,4263944.67,358223.39,2340.21,268.12,13473.55,591299.41,27268.67
13.2289,3390256.33,329665.06,2040.16,253.63,14875.05,687091.26,30455.76
13.6289,4877420.80,392586.65,1770.12,340.58,14791.62,669140.23,30355.53
14.0289,4200089.52,352691.70,1640.10,210.15,13390.13,648796.88,29593.77
14.4289,6067579.41,341634.45,1690.11,224.64,13473.55,674875.63,28090.43
14.8289,3517271.46,312290.87,1950.14,195.65,13924.01,567054.25,28070.38
15.2289,4265012.23,374933.50,2010.15,210.15,12706.12,545563.23,28310.91
15.6289,3633859.24,412934.28,1860.13,311.60,13890.64,630582.57,30054.83
16.0289,3661938.62,364269.68,2160.18,289.86,12889.63,651948.88,29754.14
16.4289,4356425.39,388479.39,2020.15,253.63,12489.24,606579.88,27048.21
16.8289,3521690.68,308410.01,1950.14,210.15,11938.73,614121.92,27629.44
17.2290,3773585.82,391970.48,1730.11,297.10,13356.76,597263.04,26948.01
17.6290,4885017.88,314333.81,1740.11,282.61,11888.69,619099.95,29754.14
18.0290,3904424.31,300345.14,1870.13,333.34,15091.96,580738.96,26727.55
18.4290,11090660.45,312597.27,2040.16,217.39,13173.24,568098.39,23841.92
18.8290,3678299.64,316683.59,1950.14,253.63,12155.60,589521.34,30796.57
19.2290,4919279.19,329665.06,1850.13,289.86,12956.36,591874.76,28932.28
19.6290,3560371.20,325779.64,1830.13,282.61,13540.28,622506.98,26166.40
20.0290,4700279.88,343579.13,1810.12,239.13,13390.13,586018.16,25324.73
20.4290,3150501.61,287083.40,1680.11,318.84,11805.28,550828.42,23341.01
20.8290,3638303.28,259577.71,1850.13,239.13,12105.55,596373.54,24222.63
21.2290,3511586.07,285350.05,1820.13,181.16,12789.53,581888.72,26126.32
21.6290,3278385.69,301161.62,1660.10,268.12,11388.25,528270.51,25164.42
22.0290,3167731.58,328744.73,1750.12,231.89,11788.60,538789.26,23561.41
22.4290,2695024.75,294732.96,2010.15,253.63,11271.48,572066.85,23982.18
22.8291,3526234.02,287491.28,1700.11,239.13,11488.34,550776.32,25605.29
23.2291,2748253.93,312290.87,1560.09,173.91,13523.60,546345.07,26707.51
23.6291,3452795.64,343681.47,1680.11,282.61,12439.20,537174.46,24082.37
24.0291,3368830.60,319646.85,1550.09,355.08,12839.58,582202.29,26226.53
24.4291,2966136.02,350438.62,1650.10,217.39,11721.87,504295.95,24242.67
24.8291,3142010.77,381807.52,1930.14,181.16,10604.26,550984.86,23521.34
25.2291,4074042.64,307082.57,1780.12,282.61,11805.28,595117.92,26286.65
25.6291,3822246.81,305755.25,1630.10,159.42,12105.55,516147.80,22259.11
26.0291,3087490.59,250115.36,1380.07,181.16,9686.89,484358.84,21718.19
26.4291,2696017.84,223693.55,1410.08,210.15,11621.79,523690.63,21978.63
26.8291,3307681.60,280660.84,1280.06,210.15,11555.06,518956.35,23260.87
27.2291,4773097.58,254489.67,1280.06,173.91,10420.78,576036.52,23721.70
27.6291,3105241.92,290754.69,1600.10,224.64,11505.02,500191.85,20456.14
28.0291,2730130.19,301671.95,1480.08,202.90,11321.52,569560.30,23761.77
28.4291,3274090.61,310350.29,1460.08,217.39,11788.60,498010.45,22800.05
28.8291,3385514.37,258152.88,1460.08,217.39,10137.23,501854.10,22759.98
29.2292,2939173.86,277399.63,1230.06,231.89,10520.86,528062.26,22178.97
29.6292,5287364.87,257745.83,1530.09,181.16,9853.68,462690.58,20776.65


          Printed:2026-02-17 17:38:54
