D:\Data_Here\Pieter_Vermeesch\20260217_Morocco_as_apatite_c.b\A #18.d
Intensity Vs Time,CPS
Acquired      : 2026-02-17 17:51:36 using Batch 20260217_Morocco_as_apatite_c.b
Time [Sec],P31,Ca43,Pb206,Pb207,Pb208,Th232,U238
0.4287,16609.33,1800.11,0.00,7.25,16.67,0.00,0.00
0.8287,13005.72,2200.17,0.00,7.25,16.67,0.00,0.00
1.2288,17410.25,2600.23,10.00,7.25,16.67,0.00,0.00
1.6288,14006.63,2200.17,0.00,21.74,50.00,0.00,0.00
2.0288,14407.02,2600.23,20.00,0.00,66.67,0.00,0.00
2.4288,12805.55,2100.15,50.00,7.25,16.67,50.00,20.00
2.8288,12205.04,2800.27,20.00,21.74,33.33,50.00,0.00
3.2288,12004.87,2500.21,0.00,7.25,33.33,0.00,0.00
3.6288,12605.37,1700.10,0.00,14.49,50.00,0.00,0.00
4.0288,18211.21,1900.12,0.00,0.00,0.00,0.00,0.00
4.4288,12004.87,2300.18,10.00,0.00,83.33,50.00,0.00
4.8288,11204.24,1500.08,10.00,21.74,33.33,0.00,0.00
5.2288,12805.55,1800.11,20.00,14.49,33.33,0.00,0.00
5.6288,10803.95,1800.11,10.00,43.48,0.00,0.00,0.00
6.0288,14407.02,1500.08,20.00,21.74,0.00,0.00,20.00
6.4288,14006.63,1900.12,0.00,14.49,16.67,0.00,0.00
6.8289,12205.04,3700.47,240.00,1391.38,6751.73,9053.15,2800.30
7.2289,1295377.34,143397.84,2660.27,1855.20,4700.84,43924.09,8702.92
7.6289,5029362.28,401832.13,1920.14,1311.66,3600.49,45730.30,10824.52
8.0289,7399326.61,428676.56,1660.10,942.06,2333.54,39560.10,8582.84
8.4289,9079943.37,346035.89,1360.07,775.39,2466.90,40262.26,9503.49
8.8289,4254411.08,421575.05,1170.05,840.61,2850.31,45981.18,10003.86
9.2289,7274396.95,437120.51,1410.08,768.14,2583.59,40663.50,9923.80
9.6289,4747476.08,481168.16,1210.06,702.92,2283.53,33242.45,8722.94
10.0289,4164313.76,386939.48,1170.05,572.48,2500.24,33092.07,8502.79
