D:\Data_Here\Pieter_Vermeesch\20250603_Yamirka.b\Yamirka_10A #20.d
Intensity Vs Time,CPS
Acquired      : 2025-06-04 15:01:35 using Batch 20250603_Yamirka.b
Time [Sec],P31,Ca43,Pb206,Pb207,Pb208,Th232,U238
0.4288,21415.50,200.00,10.00,21.74,33.33,0.00,0.00
0.8288,39653.12,500.01,10.00,7.25,33.33,0.00,0.00
1.2288,19412.74,500.01,0.00,28.99,33.33,0.00,0.00
1.6288,22016.38,1000.03,40.00,0.00,83.33,0.00,40.00
2.0288,17009.78,900.03,20.00,14.49,50.00,0.00,0.00
2.4288,22817.60,1200.05,50.00,21.74,0.00,0.00,0.00
2.8288,19412.74,1100.04,40.00,50.72,16.67,0.00,0.00
3.2288,20614.36,800.02,0.00,21.74,16.67,0.00,20.00
3.6288,23418.54,1100.04,20.00,7.25,50.00,0.00,0.00
4.0288,19412.74,500.01,20.00,36.23,100.00,0.00,0.00
4.4288,19613.00,900.03,100.00,36.23,66.67,0.00,0.00
4.8288,17610.48,500.01,10.00,43.48,16.67,0.00,0.00
5.2288,19412.74,500.01,30.00,7.25,0.00,0.00,0.00
5.6288,20213.81,700.02,30.00,43.48,66.67,0.00,0.00
6.0289,18411.46,400.01,40.00,50.72,83.33,0.00,20.00
6.4289,17810.72,300.00,0.00,21.74,16.67,0.00,20.00
6.8289,19012.22,700.02,1710.11,2985.84,8419.35,1500.09,1220.06
7.2289,3935824.61,286063.77,2390.22,1550.82,3117.03,3850.57,2060.16
7.6289,6270700.68,411083.35,780.02,434.79,1066.71,3700.53,2000.15
8.0289,7260960.14,639342.38,680.02,333.34,766.69,5351.10,2220.19
8.4289,6499063.36,467331.20,520.01,210.15,783.36,4700.85,2380.22
8.8289,4845064.34,493363.57,370.01,181.16,550.01,3450.46,2180.18
9.2289,5593561.00,420443.26,250.00,282.61,416.67,4250.70,2620.26
9.6289,5641684.28,519959.33,290.00,210.15,533.34,4850.90,2060.16
10.0289,5203326.77,506500.29,270.00,166.67,500.01,4300.71,2140.18
10.4289,6074080.51,445363.04,340.00,115.94,516.68,4800.89,2680.28
10.8289,5447942.85,546291.36,270.00,115.94,350.00,3550.48,2700.28
11.2289,5472526.74,436605.47,240.00,130.44,483.34,4900.92,2320.21
11.6290,5850227.00,445672.27,180.00,181.16,266.67,3600.50,2120.17
12.0290,5375770.66,460520.70,190.00,115.94,350.00,4300.71,2220.19
12.4290,7641182.48,434751.61,270.00,101.45,483.34,3450.46,2760.29
12.8290,5600057.26,516334.57,170.00,173.91,450.01,4250.70,2320.21
13.2290,5174539.42,450826.27,260.00,217.39,333.34,4300.71,2160.18
13.6290,4972824.15,518716.46,200.00,108.70,233.34,2650.27,1880.14
14.0290,6450099.38,458044.92,300.00,152.17,333.34,3750.54,2300.20
14.4290,5964943.32,468363.33,270.00,173.91,433.34,3850.57,1780.12
14.8290,4940470.22,428779.49,200.00,166.67,350.00,4000.62,2420.23
15.2290,5222688.18,422501.12,230.00,210.15,433.34,4750.87,2600.26
15.6290,5251959.57,463822.36,280.00,202.90,283.34,3700.53,2080.17
16.0290,5413296.12,493983.94,230.00,166.67,450.01,4400.74,1700.11
16.4290,5557003.60,424147.71,320.00,188.41,366.67,4250.70,2120.17
16.8291,5079566.63,471976.46,210.00,101.45,400.01,3650.51,2580.26
17.2290,6215062.11,404915.21,230.00,123.19,500.01,3250.41,2220.19
17.6291,4533396.67,400188.06,240.00,152.17,466.67,3250.41,2020.16
18.0291,5916336.01,465267.04,190.00,181.16,400.01,4400.74,2340.21
18.4291,5376764.21,452372.85,220.00,115.94,416.67,3250.41,1980.15
18.8291,4652010.75,435781.49,150.00,195.65,333.34,3250.41,2060.16
19.2291,4823562.99,469498.78,310.00,123.19,400.01,2800.30,2140.18
19.6291,4712897.28,458251.22,200.00,173.91,416.67,3750.54,2180.18
