D:\Data_Here\Pieter_Vermeesch\20250603_Yamirka.b\DUR #01.d
Intensity Vs Time,CPS
Acquired      : 2025-06-04 11:55:22 using Batch 20250603_Yamirka.b
Time [Sec],P31,Ca43,Pb206,Pb207,Pb208,Th232,U238
0.4286,12805.55,400.01,40.00,57.97,66.67,0.00,0.00
0.8286,13205.90,1100.04,50.00,50.72,116.67,0.00,40.00
1.2286,12405.20,1000.03,50.00,21.74,16.67,0.00,0.00
1.6287,13205.90,400.01,60.00,21.74,116.67,0.00,0.00
2.0287,15207.82,400.01,30.00,28.99,83.33,0.00,0.00
2.4287,12405.20,400.01,20.00,7.25,16.67,0.00,0.00
2.8287,11804.71,400.01,40.00,43.48,66.67,0.00,0.00
3.2287,10803.95,500.01,30.00,21.74,50.00,0.00,0.00
3.6287,10803.95,400.01,60.00,36.23,66.67,0.00,0.00
4.0287,12605.37,500.01,30.00,36.23,66.67,0.00,0.00
4.4287,8002.17,200.00,10.00,57.97,66.67,0.00,0.00
4.8287,14206.82,600.01,40.00,50.72,33.33,0.00,0.00
5.2287,14206.82,800.02,20.00,28.99,133.33,0.00,0.00
5.6287,15007.62,700.02,40.00,21.74,50.00,0.00,0.00
6.0287,9402.99,500.01,30.00,28.99,100.00,0.00,0.00
6.4288,12805.55,700.02,40.00,21.74,166.67,350.00,20.00
6.8287,16409.10,1900.12,720.02,1152.22,4517.44,91370.00,5060.99
7.2288,3010178.13,204009.56,1610.10,833.36,2166.84,199468.76,11945.51
7.6288,7341895.91,571006.84,560.01,391.31,783.36,378377.93,18052.57
8.0288,11795299.40,838616.99,310.00,152.17,850.03,351540.01,18332.97
8.4288,9254114.93,617536.96,160.00,86.96,866.70,423384.42,20856.78
8.8288,12837146.82,724257.47,150.00,79.71,766.69,404187.65,20235.79
9.2288,10212835.69,784754.49,190.00,50.72,550.01,379201.44,23080.55
9.6288,10163591.48,606385.69,120.00,57.97,666.68,346558.94,18373.02
10.0288,6575821.14,721317.72,160.00,72.46,700.02,413576.12,20816.71
10.4288,13607985.52,676348.54,100.00,65.22,716.69,379561.72,20035.48
10.8288,6662437.96,626401.37,110.00,43.48,716.69,401867.36,24843.80
11.2288,9094128.58,708830.22,180.00,86.96,583.35,321271.66,18833.68
11.6288,6416675.48,681268.65,100.00,43.48,816.69,371123.24,20275.86
12.0288,8528673.64,688704.30,130.00,79.71,650.02,372563.57,18513.22
12.4288,8908768.60,747585.69,150.00,101.45,583.35,336858.89,17972.46
12.8289,5925201.49,678860.79,220.00,101.45,550.01,389550.81,20175.70
13.2289,17595976.49,551999.27,130.00,43.48,816.69,358372.88,19394.51
13.6289,8646013.95,585460.40,210.00,36.23,450.01,326550.81,15529.30
14.0289,6499955.00,564356.59,90.00,57.97,733.35,347791.19,17591.94
14.4289,8830278.48,731924.46,130.00,43.48,500.01,361353.69,16991.14
14.8289,8182919.70,612429.30,140.00,28.99,833.36,360634.11,17952.43
15.2289,8559499.04,621186.38,90.00,86.96,666.68,396197.19,20175.70
15.6289,7800761.22,686714.11,110.00,21.74,716.69,363923.95,17471.78
16.0289,8330550.42,530942.63,140.00,36.23,533.34,311897.46,16790.88
16.4289,5743280.71,682315.72,170.00,43.48,350.00,364335.23,16570.59
16.8289,16421223.21,627027.29,150.00,14.49,616.68,346558.94,15749.57
17.2289,5819248.75,638298.34,120.00,57.97,716.69,336294.53,15429.18
17.6289,8006348.78,654802.78,180.00,72.46,533.34,342349.56,17031.19
18.0289,7384643.86,613784.23,200.00,43.48,600.01,342349.56,17151.35
18.4290,8728172.54,702747.71,130.00,65.22,733.35,311948.68,17091.27
18.8290,10566945.60,571214.70,120.00,50.72,633.35,325576.83,15929.79
19.2290,8125472.37,548885.55,150.00,86.96,616.68,308159.89,17972.46
19.6290,6891539.43,569759.72,120.00,21.74,516.68,321322.90,15148.85
20.0290,6473536.87,643101.56,110.00,36.23,533.34,341990.28,18112.66
20.4290,8937505.00,587021.00,120.00,36.23,583.35,336448.46,15749.57
20.8290,5612234.56,591079.30,170.00,21.74,450.01,341220.46,15268.99
21.2290,6781663.45,712711.77,140.00,57.97,500.01,357910.38,17291.53
21.6290,7038660.63,569343.99,170.00,79.71,566.68,306624.22,14608.23
22.0290,8187861.95,525139.11,120.00,94.20,550.01,319375.78,15849.69
22.4290,5654957.03,541726.56,150.00,86.96,500.01,348356.03,15449.21
22.8290,7419596.29,598053.71,140.00,65.22,466.67,270689.36,12766.29
23.2290,5512803.55,471047.31,170.00,43.48,616.68,299255.44,16610.64
23.6290,8474436.23,713236.38,140.00,101.45,616.68,336551.07,15389.14
24.0290,6096524.45,568096.97,220.00,72.46,583.35,290868.26,15729.54
24.4291,10534413.35,532601.17,60.00,43.48,383.34,320605.52,18613.36
24.8291,7460331.67,644041.50,100.00,50.72,600.01,320503.03,15088.78
25.2291,6580610.54,555528.91,150.00,21.74,583.35,311282.98,15449.21
25.6291,9655838.62,493156.79,150.00,65.22,683.35,317685.13,15949.81
26.0291,8992175.50,655743.46,210.00,72.46,566.68,315277.54,17712.10
26.4291,5933582.94,498740.97,140.00,50.72,533.34,271710.33,16370.34
26.8291,11691970.64,533948.88,150.00,43.48,616.68,304832.81,16670.72
27.2291,7974376.98,575684.52,160.00,21.74,550.01,287750.00,14848.51
27.6291,5818866.61,552206.84,150.00,72.46,716.69,289794.65,15248.97
28.0291,5151382.16,468569.78,140.00,65.22,816.69,333114.21,14968.65
28.4291,5609992.71,520166.50,190.00,43.48,550.01,280953.71,14948.62
28.8291,5741573.85,443198.93,80.00,57.97,483.34,305344.60,14428.03
29.2291,6526220.28,545564.99,80.00,21.74,516.68,293066.80,14227.81
29.6291,5733854.76,468879.44,150.00,65.22,666.68,317838.79,14728.37


          Printed:2025-06-04 11:56:22
