D:\Data_Here\Pieter_Vermeesch\20250603_Yamirka.b\MAD #03.d
Intensity Vs Time,CPS
Acquired      : 2025-06-04 11:54:44 using Batch 20250603_Yamirka.b
Time [Sec],P31,Ca43,Pb206,Pb207,Pb208,Th232,U238
0.4289,14006.63,1000.03,40.00,21.74,116.67,50.00,0.00
0.8289,11804.71,500.01,10.00,28.99,83.33,50.00,20.00
1.2289,16809.55,1400.07,30.00,36.23,66.67,950.03,0.00
1.6289,15608.24,700.02,50.00,50.72,83.33,550.01,60.00
2.0289,13606.26,600.01,60.00,28.99,50.00,200.00,0.00
2.4289,20814.65,500.01,50.00,50.72,66.67,50.00,20.00
2.8289,13205.90,3700.47,50.00,28.99,116.67,100.00,0.00
3.2289,13406.08,300.00,40.00,43.48,50.00,0.00,0.00
3.6289,12004.87,500.01,50.00,28.99,133.33,0.00,20.00
4.0289,14206.82,500.01,70.00,43.48,116.67,0.00,0.00
4.4289,11404.40,300.00,20.00,50.72,66.67,100.00,0.00
4.8290,17610.48,400.01,30.00,28.99,83.33,50.00,0.00
5.2290,15207.82,100.00,50.00,28.99,100.00,50.00,0.00
5.6290,11404.40,900.03,20.00,43.48,100.00,0.00,20.00
6.0290,11804.71,500.01,30.00,43.48,116.67,0.00,0.00
6.4290,15207.82,600.01,30.00,43.48,150.00,200.00,200.00
6.8290,214342.87,14907.57,2220.19,2297.30,16159.89,538633.01,25945.96
7.2290,4812281.64,398955.13,3310.42,833.36,17478.24,788882.81,34365.53
7.6290,5069325.47,532704.88,2650.27,601.46,18863.48,875256.93,35909.71
8.0290,5901203.54,518509.33,2480.23,347.83,15792.78,809440.72,33262.66
8.4290,4800966.20,462687.30,2300.20,347.83,19647.96,983660.94,39760.94
8.8290,5787404.33,611387.11,2300.20,478.27,16460.27,857692.09,34906.98
9.2290,5502689.77,531771.88,2450.23,420.30,18563.05,966868.55,35127.57
9.6290,5998953.16,565187.74,2670.27,369.57,16860.77,862388.09,35107.52
10.0290,5670140.45,478688.92,2260.19,253.63,18613.12,888993.65,38216.30
10.4291,5605559.97,557605.52,2400.22,384.06,18062.36,857372.07,36411.11
10.8291,5925583.62,531875.54,2390.22,355.08,19464.35,871357.52,33443.12
11.2291,5701704.64,695305.13,2730.28,376.82,18012.29,829071.88,32801.48
11.6291,6380653.08,506707.28,2240.19,347.83,19247.37,833171.97,35809.43
12.0291,5932920.58,594305.86,2890.32,369.57,20749.64,865857.71,35227.84
12.4291,6889246.63,553037.30,2480.23,355.08,17678.51,787768.16,31798.99
12.8291,6598570.79,513124.76,2340.21,405.80,18796.72,835249.12,32901.74
13.2291,5586122.14,528040.58,2390.22,384.06,19230.68,847025.68,36391.05
13.6291,8236774.98,597220.75,2760.29,398.56,20399.10,835781.74,35127.57
14.0291,5978598.21,485404.39,2620.26,297.10,19113.84,880546.88,36471.27
14.4291,6269732.61,553556.35,2670.27,369.57,21734.56,893219.14,34826.76
14.8291,6103555.70,578283.84,2530.24,297.10,18930.24,824706.84,32099.73
15.2291,6379302.88,492329.64,2610.26,398.56,19764.80,835089.26,33523.33
15.6291,5151050.98,494914.50,2680.27,391.31,19597.88,818640.87,32901.74
16.0292,5303878.70,430323.78,2330.21,384.06,18396.15,854544.63,31277.72
16.4292,5348358.99,508156.15,2730.28,340.58,19915.02,898141.60,35969.88
16.8292,5370140.57,524828.27,2670.27,398.56,20282.25,884235.06,31798.99
17.2292,5345149.07,524931.93,2470.23,398.56,18629.82,876859.67,31778.94
17.6292,6263924.18,524828.27,2670.27,326.09,16760.64,764805.96,30977.00
18.0292,6106969.42,517784.38,2300.20,405.80,17595.06,793395.41,31939.33
18.4292,5355976.17,484991.06,2230.19,369.57,18529.67,803115.92,33001.99
18.8292,6347636.79,590975.20,2380.21,427.54,19047.08,851824.51,36190.49
19.2292,5614068.80,483441.06,2500.24,369.57,19614.58,869435.06,38577.36
19.6292,5213491.51,486541.16,2480.23,340.58,17795.33,846172.75,31899.23
20.0292,5673503.22,496672.51,2520.24,304.35,16977.59,698896.34,30235.25
20.4292,4988746.35,436914.45,2210.18,326.09,16343.45,752148.54,32360.37
20.8292,7849266.64,488298.14,2300.20,326.09,17111.09,672875.83,29373.27
21.2292,4616829.04,440313.92,2320.20,369.57,16944.21,776096.58,30896.81
21.6292,4161250.07,422501.12,2680.27,282.61,17845.40,727028.08,31758.89
22.0293,4281978.63,443714.16,2290.20,420.30,18312.70,784583.98,31317.81
22.4293,4908039.86,462893.65,2090.17,282.61,18746.65,808696.48,32861.63
22.8293,5731969.57,462274.61,2420.22,384.06,18863.48,900656.93,35227.84
23.2293,6245454.42,582235.74,2210.18,362.32,16360.14,826623.05,32099.73
23.6293,9478987.47,510329.69,2120.17,355.08,17127.78,867405.96,34124.90
24.0293,6585170.66,497603.27,2220.19,340.58,15208.76,759455.57,29553.68
24.4293,7113278.47,502154.59,2190.18,340.58,17044.34,853584.57,34345.48
24.8293,5687463.81,496258.84,2970.33,391.31,17478.24,795466.41,34084.79
25.2293,5231349.86,609928.22,2430.22,347.83,15942.96,791112.40,28651.66
25.6293,5194868.90,527004.30,1990.15,333.34,16994.27,797856.45,33022.04
26.0293,7828402.17,559163.23,2100.17,347.83,15392.31,737123.49,27709.61
26.4293,6271490.42,421266.36,2000.15,304.35,16543.70,848998.34,32661.13
26.8293,5637226.06,551168.90,2330.21,362.32,15459.05,844466.99,31337.86
27.2293,7241955.39,518198.63,2110.17,427.54,15025.22,765918.75,30014.74
27.6294,5246711.61,459385.89,2050.16,289.86,14558.03,756913.53,27789.78
28.0294,6296532.87,452269.73,2030.16,384.06,14491.29,691411.57,28511.35
28.4294,4393637.89,512607.13,2070.16,340.58,16743.96,856838.48,32039.58
28.8294,7713685.85,472286.23,2070.16,268.12,14791.62,753895.51,31097.29
29.2294,5071490.89,467331.20,2050.16,369.57,15625.92,726552.54,28391.08
29.6294,5527426.51,527522.46,1970.15,202.90,15392.31,794085.74,31498.25


          Printed:2025-06-04 11:55:18
