D:\Data_Here\Pieter_Vermeesch\20250603_Yamirka.b\Yamirka_34 #10.d
Intensity Vs Time,CPS
Acquired      : 2025-06-04 12:18:29 using Batch 20250603_Yamirka.b
Time [Sec],P31,Ca43,Pb206,Pb207,Pb208,Th232,U238
0.4288,20414.09,1100.04,40.00,50.72,50.00,0.00,20.00
0.8288,18811.96,400.01,40.00,36.23,66.67,0.00,0.00
1.2288,17610.48,1500.08,50.00,36.23,66.67,0.00,20.00
1.6288,18010.97,800.02,80.00,14.49,100.00,0.00,0.00
2.0288,23819.18,400.01,20.00,7.25,66.67,0.00,0.00
2.4288,20814.65,800.02,30.00,7.25,66.67,0.00,0.00
2.8289,23017.91,700.02,10.00,28.99,16.67,0.00,20.00
3.2289,24219.83,900.03,50.00,28.99,50.00,0.00,0.00
3.6289,23218.22,900.03,10.00,7.25,33.33,0.00,0.00
4.0289,18411.46,500.01,30.00,28.99,100.00,0.00,0.00
4.4289,20213.81,400.01,40.00,0.00,50.00,0.00,0.00
4.8289,24620.49,900.03,10.00,50.72,66.67,0.00,0.00
5.2289,23017.91,800.02,40.00,57.97,100.00,0.00,0.00
5.6289,21816.09,900.03,20.00,14.49,100.00,0.00,0.00
6.0289,18010.97,1100.04,50.00,14.49,83.33,0.00,0.00
6.4289,19613.00,1000.03,70.00,36.23,100.00,0.00,0.00
6.8289,22416.98,600.01,30.00,1362.39,7185.29,800.02,720.02
7.2289,1544261.72,173621.96,3110.37,1840.71,3367.10,3400.44,1700.11
7.6289,7326559.64,350233.81,910.03,405.80,1000.04,4350.73,2620.26
8.0289,5978037.75,502154.59,450.01,340.58,933.37,4650.83,3020.35
8.4289,6215138.54,551168.90,460.01,311.60,616.68,4050.63,2720.29
8.8289,5611495.77,537059.47,340.00,246.38,666.68,5151.02,2520.25
9.2290,5715359.52,505258.54,310.00,202.90,516.68,4650.83,3000.35
9.6290,5727383.97,578283.84,280.00,188.41,700.02,4200.68,2600.26
10.0290,6269987.36,578803.76,270.00,260.87,433.34,4300.71,2340.21
10.4290,6228742.47,548262.89,290.00,239.13,516.68,4150.66,2620.26
10.8290,9574699.05,553971.58,320.00,188.41,350.00,4500.78,2560.25
11.2290,6048401.17,580571.68,290.00,202.90,566.68,4300.71,3700.53
11.6290,6346006.35,605968.99,350.00,231.89,350.00,5651.23,2840.31
12.0290,6391480.18,603781.45,240.00,231.89,583.35,4150.66,2740.29
12.4290,6757869.30,581923.73,330.00,210.15,583.35,4150.66,2460.23
12.8290,7222008.05,559059.33,310.00,275.37,450.01,5050.98,2800.30
13.2290,6577375.15,582859.81,310.00,217.39,550.01,5251.06,3060.36
13.6290,7478342.87,535296.73,350.00,166.67,433.34,4450.76,2460.23
14.0290,6460671.73,516955.86,280.00,173.91,550.01,3700.53,2760.29
14.4290,6355508.73,551376.46,190.00,246.38,466.67,4000.62,2860.32
14.8291,6127375.33,535504.10,280.00,246.38,533.34,3600.50,2580.26
15.2291,6254854.89,545461.28,300.00,159.42,516.68,3900.59,2380.22
15.6291,5606808.27,531875.54,310.00,202.90,650.02,4050.63,2840.31
16.0291,8275421.36,597220.75,300.00,239.13,500.01,4500.78,2720.29
16.4291,5789009.29,557294.04,270.00,188.41,600.01,3550.48,2760.29
16.8291,5616183.27,494190.72,330.00,239.13,500.01,3750.54,2860.32
17.2291,5110035.37,530424.37,360.00,217.39,500.01,5151.02,2660.27
17.6291,4979396.83,516852.34,270.00,173.91,583.35,4300.71,2140.18
18.0291,6265809.37,499361.57,270.00,188.41,550.01,4400.74,2640.27
18.4291,5410723.09,491812.74,200.00,152.17,400.01,4350.73,2460.23
18.8291,5148528.90,520787.99,270.00,217.39,450.01,3800.56,2720.29
19.2291,6056680.72,500189.06,220.00,173.91,450.01,4450.76,2320.21
19.6291,5651390.46,493570.31,220.00,217.39,416.67,5050.98,2880.32
20.0292,6544817.42,458766.99,150.00,210.15,516.68,4050.63,2080.17
20.4292,5366395.66,508466.60,260.00,210.15,350.00,4300.71,2700.28
20.8292,4929846.92,478688.92,170.00,181.16,566.68,2900.32,2260.20
21.2292,5283116.14,498223.83,210.00,166.67,450.01,3950.60,2540.25
21.6292,5340436.09,406971.00,150.00,181.16,416.67,4250.70,2520.25
22.0292,5642448.54,478275.78,170.00,195.65,533.34,4150.66,2440.23
22.4292,5203938.19,461552.39,240.00,159.42,266.67,3150.38,2620.26
22.8292,4700286.89,457735.50,250.00,137.68,316.67,3100.37,2060.16
23.2292,5469367.77,451341.75,230.00,144.93,450.01,3350.43,2180.18
23.6292,4948698.82,453816.46,240.00,188.41,333.34,3500.47,1980.15
24.0292,5360918.42,448455.18,280.00,188.41,316.67,3700.53,2380.22
24.4292,5494384.74,449486.08,210.00,239.13,533.34,3250.41,2040.16
24.8292,5375847.09,409849.51,310.00,195.65,433.34,4000.62,1900.14
25.2292,4802647.58,417048.34,310.00,188.41,516.68,3700.53,2000.15
25.6292,4639400.36,387144.78,210.00,210.15,400.01,4350.73,2000.15
26.0293,5152044.52,457941.75,180.00,188.41,366.67,3950.60,2420.23
26.4293,5145955.87,455157.03,230.00,268.12,416.67,3250.41,2180.18
26.8293,4525881.39,447630.57,220.00,195.65,383.34,3850.57,1820.13
27.2293,5264060.44,428676.56,140.00,152.17,400.01,3950.60,2100.17
27.6293,4929694.07,443611.13,250.00,195.65,516.68,3550.48,2000.15
28.0293,5417423.16,491709.33,170.00,173.91,583.35,3800.56,2140.18
28.4293,4662990.71,402243.16,160.00,137.68,383.34,3700.53,2000.15
28.8293,5173953.48,438562.60,170.00,115.94,383.34,3100.37,1960.15
29.2293,5326679.31,424456.40,250.00,188.41,533.34,4050.63,2120.17
29.6293,5414238.71,528455.13,310.00,159.42,416.67,3850.57,2260.20


          Printed:2025-06-04 12:19:03
