D:\Data_Here\Pieter_Vermeesch\20250603_Yamirka.b\Yamirka_45B #31.d
Intensity Vs Time,CPS
Acquired      : 2025-06-04 14:19:43 using Batch 20250603_Yamirka.b
Time [Sec],P31,Ca43,Pb206,Pb207,Pb208,Th232,U238
0.4348,19613.00,900.03,10.00,21.74,100.00,0.00,0.00
0.8348,21215.21,800.02,10.00,14.49,16.67,0.00,0.00
1.2348,18010.97,300.00,40.00,28.99,83.33,0.00,0.00
1.6348,21014.93,600.01,10.00,36.23,50.00,0.00,0.00
2.0348,23418.54,800.02,20.00,43.48,116.67,50.00,0.00
2.4348,21014.93,700.02,40.00,36.23,83.33,0.00,0.00
2.8348,20814.65,300.00,0.00,7.25,83.33,0.00,0.00
3.2348,21816.09,700.02,60.00,21.74,50.00,0.00,0.00
3.6348,20614.36,300.00,40.00,36.23,16.67,0.00,0.00
4.0348,20614.36,600.01,10.00,21.74,16.67,0.00,0.00
4.4348,19212.48,900.03,20.00,36.23,16.67,0.00,0.00
4.8348,21816.09,500.01,40.00,36.23,83.33,0.00,0.00
5.2348,22817.60,800.02,10.00,28.99,33.33,0.00,0.00
5.6349,18211.21,300.00,40.00,7.25,33.33,0.00,0.00
6.0349,20814.65,700.02,20.00,28.99,33.33,0.00,0.00
6.4349,23218.22,600.01,20.00,21.74,50.00,0.00,0.00
6.8349,18411.46,700.02,260.00,1507.33,5934.67,900.03,1020.04
7.2349,2744551.17,233647.00,3030.35,1710.26,2350.21,3400.44,2520.25
7.6349,6185485.02,489021.68,900.03,514.50,1000.04,4350.73,3080.37
8.0349,6474148.29,583587.94,440.01,231.89,783.36,2900.32,2640.27
8.4349,6459780.09,531564.55,330.00,202.90,416.67,3750.54,2840.31
8.8349,5779914.52,476726.51,330.00,159.42,250.00,3400.44,3160.39
9.2349,5188117.88,472389.45,170.00,195.65,383.34,3900.59,3160.39
9.6349,4869877.51,473215.48,320.00,130.44,433.34,4000.62,3420.45
10.0349,5144376.39,483647.75,210.00,166.67,383.34,3300.42,2740.29
10.4349,7273850.76,534363.62,170.00,101.45,316.67,3400.44,3440.46
10.8349,5309967.36,497086.18,200.00,159.42,383.34,3850.57,3180.39
11.2350,5322093.71,483751.07,220.00,166.67,300.00,3050.36,3780.55
11.6350,5668688.34,469705.27,180.00,108.70,283.34,4150.66,3440.46
12.0350,5677502.88,481064.79,170.00,188.41,300.00,3850.57,2800.30
12.4350,6743068.02,449589.16,150.00,86.96,400.01,4300.71,2920.33
12.8350,5382725.48,505362.01,250.00,108.70,400.01,4450.76,3340.43
13.2350,5813847.93,492019.48,220.00,79.71,266.67,3600.50,2920.33
13.6350,5588032.80,497396.44,160.00,152.17,250.00,3650.51,3100.37
14.0350,5919902.58,461965.09,190.00,123.19,216.67,3550.48,3060.36
14.4350,5643926.13,408821.41,180.00,144.93,266.67,3800.56,2940.33
14.8350,5829489.91,405943.07,190.00,173.91,333.34,3700.53,3180.39
15.2350,5504192.82,411289.01,170.00,94.20,283.34,3600.50,2660.27
15.6350,4624726.46,400701.83,180.00,166.67,283.34,3400.44,2680.28
16.0350,5170030.25,433000.88,310.00,166.67,233.34,3900.59,2600.26
16.4350,4998911.09,436193.46,220.00,108.70,333.34,3700.53,2780.30
16.8350,4469835.21,454847.66,110.00,72.46,283.34,4200.68,3260.41
17.2351,5321303.97,472182.96,230.00,144.93,300.00,3850.57,3020.35
17.6351,4965436.24,401112.82,130.00,108.70,266.67,2850.31,2920.33
18.0351,4936394.13,446393.70,180.00,86.96,250.00,3150.38,2880.32
18.4351,5492295.75,447836.72,200.00,123.19,350.00,3850.57,3060.36
18.8351,4614714.57,413654.15,220.00,152.17,316.67,3200.39,3100.37
19.2351,4938228.37,367960.13,180.00,123.19,316.67,3250.41,2800.30
19.6351,5225541.44,378318.82,200.00,101.45,233.34,3100.37,2580.26
20.0351,4629796.09,362937.23,160.00,123.19,333.34,3000.35,2720.29
20.4351,5439790.67,439798.83,150.00,101.45,350.00,3850.57,3080.37
