D:\Data_Here\Pieter_Vermeesch\20250603_Yamirka.b\GLASS_612 #05.d
Intensity Vs Time,CPS
Acquired      : 2025-06-04 15:35:54 using Batch 20250603_Yamirka.b
Time [Sec],P31,Ca43,Pb206,Pb207,Pb208,Th232,U238
0.4287,14607.21,500.01,10.00,14.49,66.67,50.00,60.00
0.8287,15207.82,700.02,30.00,21.74,150.00,0.00,20.00
1.2287,15007.62,700.02,30.00,7.25,33.33,0.00,20.00
1.6287,15207.82,500.01,20.00,28.99,16.67,0.00,40.00
2.0287,14006.63,500.01,30.00,36.23,16.67,50.00,0.00
2.4287,15408.03,600.01,20.00,14.49,0.00,0.00,0.00
2.8287,17810.72,500.01,10.00,28.99,16.67,0.00,20.00
3.2287,18010.97,600.01,30.00,14.49,66.67,0.00,0.00
3.6287,17009.78,500.01,0.00,28.99,50.00,0.00,0.00
4.0287,16409.10,400.01,20.00,36.23,50.00,0.00,0.00
4.4288,17009.78,300.00,30.00,43.48,50.00,0.00,0.00
4.8288,18211.21,900.03,40.00,21.74,100.00,0.00,20.00
5.2288,14006.63,700.02,60.00,28.99,33.33,0.00,0.00
5.6288,19012.22,900.03,50.00,36.23,16.67,0.00,0.00
6.0288,20013.54,100.00,20.00,7.25,33.33,0.00,0.00
6.4288,14006.63,600.01,20.00,36.23,183.33,100.00,620.01
6.8288,19212.48,2900.29,2640.26,5798.38,16143.21,17061.19,19374.48
7.2288,18211.21,64139.99,8472.72,8299.71,18629.82,38657.40,36431.16
7.6288,21215.21,111925.60,11094.66,9583.19,23738.01,38557.10,37574.42
8.0288,20013.54,115352.00,10193.93,9786.24,23687.92,37052.73,40182.23
8.4288,19613.00,123114.75,9923.73,9590.44,22552.60,36100.06,38276.47
8.8288,19012.22,118779.20,9723.58,8771.03,22769.64,40864.13,38296.53
9.2288,22416.98,117065.50,9963.76,9162.60,21801.34,36501.17,36772.12
9.6288,17210.01,107391.87,8852.97,8872.55,20916.57,38958.29,34906.98
10.0289,20213.81,95409.43,9253.24,8183.70,19397.59,35097.32,37153.21
10.4289,17210.01,97221.27,9003.07,7850.16,19931.72,35949.64,37534.31
10.8289,22216.68,113437.15,10003.79,8205.45,17828.71,33292.58,31117.33
11.2289,24620.49,95006.83,8522.75,8256.20,20649.49,36651.60,36130.32
11.6289,21816.09,108499.99,9533.44,8466.48,18496.29,34395.44,33944.42
12.0289,20213.81,102255.35,8632.82,7393.37,18112.43,33142.20,33603.53
12.4289,17009.78,110111.94,9413.35,7799.41,18529.67,35498.40,34485.85
12.8289,18811.96,109608.19,10143.90,8502.74,19597.88,34846.64,34405.63
13.2289,18411.46,95006.83,9203.21,7835.66,16977.59,31437.97,30395.63
13.6289,15808.45,86957.11,8432.69,6363.85,14975.16,27028.07,26767.63
14.0289,20414.09,80218.85,8412.68,7748.65,16643.83,32640.93,28411.13
14.4289,17610.48,78610.18,7101.91,6197.11,16910.83,32340.18,29513.59
14.8289,18211.21,82732.77,8352.64,7422.38,17194.53,30185.01,29794.23
15.2289,19613.00,88063.68,8602.80,7277.37,17478.24,30134.89,30556.00
15.6289,17810.72,82531.64,7622.20,6885.85,14891.74,29633.74,26426.93
16.0290,18811.96,84442.47,7862.34,6276.85,15492.43,26977.97,26286.65
16.4290,20414.09,72177.23,7892.36,6566.85,19547.81,33793.87,31578.45
16.8290,20414.09,78710.72,7452.10,6363.85,14174.28,25024.06,25384.85
17.2290,19813.27,63838.68,6791.75,6168.11,14007.43,26176.33,24342.85
17.6290,19212.48,75091.81,6851.78,6972.86,16059.77,25725.43,23481.26
18.0290,17210.01,72880.69,5781.27,5740.38,13506.91,23621.44,24863.84
18.4290,19012.22,74287.73,6161.44,6015.86,15075.28,27479.01,27068.25
