D:\Data_Here\Pieter_Vermeesch\20250603_Yamirka.b\MAD #18.d
Intensity Vs Time,CPS
Acquired      : 2025-06-04 15:09:12 using Batch 20250603_Yamirka.b
Time [Sec],P31,Ca43,Pb206,Pb207,Pb208,Th232,U238
0.4286,19813.27,700.02,10.00,7.25,16.67,0.00,0.00
0.8287,19412.74,200.00,30.00,7.25,50.00,0.00,0.00
1.2287,16208.88,600.01,10.00,21.74,16.67,0.00,0.00
1.6287,14807.41,800.02,20.00,28.99,66.67,0.00,20.00
2.0287,20814.65,800.02,30.00,57.97,66.67,50.00,0.00
2.4287,16609.33,1200.05,20.00,50.72,66.67,0.00,0.00
2.8287,19212.48,300.00,50.00,36.23,100.00,0.00,0.00
3.2287,19412.74,400.01,10.00,14.49,66.67,0.00,0.00
3.6287,14807.41,500.01,40.00,28.99,83.33,0.00,0.00
4.0287,17009.78,1200.05,40.00,21.74,66.67,0.00,0.00
4.4287,17210.01,600.01,40.00,28.99,100.00,0.00,0.00
4.8287,17810.72,600.01,20.00,28.99,116.67,0.00,0.00
5.2287,19813.27,600.01,40.00,0.00,50.00,0.00,0.00
5.6287,17610.48,700.02,30.00,28.99,66.67,0.00,0.00
6.0287,18811.96,700.02,30.00,28.99,16.67,0.00,0.00
6.4288,18811.96,300.00,20.00,7.25,83.33,0.00,0.00
6.8288,16609.33,400.01,520.01,1347.89,11121.35,338911.21,14728.37
7.2288,3966153.91,301569.90,2800.30,1058.01,14324.44,744475.20,30014.74
7.6288,6660934.90,479825.20,2080.16,449.28,14708.20,758872.95,31297.77
8.0288,6753079.90,554075.39,2290.20,413.05,15342.25,796050.63,32199.98
8.4288,6752137.31,576932.13,2180.18,289.86,14591.40,752254.39,30094.92
8.8288,5686495.74,571942.24,2180.18,268.12,16143.21,849904.79,31859.13
9.2288,6266930.30,610657.62,2270.20,405.80,18145.81,795785.06,30876.76
9.6288,5962777.90,586916.94,2340.21,355.08,15392.31,750348.88,28290.86
10.0288,6066590.70,608677.78,1930.14,340.58,17978.91,837646.19,34325.42
10.4288,6130661.67,654071.24,2500.24,347.83,17845.40,790422.27,31778.94
10.8288,5687056.20,535296.73,2330.21,347.83,17161.16,781931.10,32921.79
11.2288,6177230.94,598990.82,2550.25,289.86,17711.89,808324.37,33042.09
11.6288,5201568.96,528351.51,2330.21,282.61,16260.02,784796.24,33202.50
12.0288,6404727.46,551376.46,2410.22,362.32,16677.20,793979.49,30896.81
12.4289,6386716.26,559163.23,2120.17,427.54,15358.94,659989.79,30175.11
12.8289,5878912.45,504223.83,2500.24,333.34,17711.89,775354.15,30175.11
13.2289,5669121.43,538926.12,2240.19,355.08,17511.62,716412.30,31538.35
13.6289,6209406.54,585980.62,2040.16,326.09,17411.48,674612.50,28110.47
14.0289,5015623.04,527315.19,2400.22,347.83,15642.60,777157.18,28611.57
