D:\Data_Here\Pieter_Vermeesch\20250603_Yamirka.b\Yamirka_44C #02.d
Intensity Vs Time,CPS
Acquired      : 2025-06-04 12:37:39 using Batch 20250603_Yamirka.b
Time [Sec],P31,Ca43,Pb206,Pb207,Pb208,Th232,U238
0.4288,45670.44,600.01,20.00,65.22,16.67,0.00,20.00
0.8288,19012.22,2100.15,60.00,36.23,116.67,50.00,20.00
1.2288,15608.24,600.01,40.00,28.99,83.33,0.00,0.00
1.6288,17810.72,1300.06,30.00,7.25,83.33,0.00,0.00
2.0288,18411.46,1000.03,50.00,0.00,33.33,0.00,0.00
2.4288,21615.79,400.01,40.00,14.49,50.00,0.00,0.00
2.8288,19813.27,500.01,40.00,28.99,83.33,0.00,0.00
3.2288,20013.54,500.01,40.00,28.99,50.00,0.00,20.00
3.6288,18811.96,600.01,60.00,28.99,33.33,0.00,0.00
4.0289,19412.74,700.02,20.00,21.74,100.00,200.00,0.00
4.4289,22617.29,400.01,30.00,28.99,50.00,50.00,0.00
4.8289,18010.97,400.01,10.00,21.74,50.00,0.00,0.00
5.2289,15207.82,700.02,20.00,28.99,83.33,0.00,20.00
5.6289,16208.88,500.01,30.00,21.74,33.33,0.00,0.00
6.0289,22216.68,500.01,20.00,28.99,133.33,0.00,0.00
6.4289,19813.27,400.01,40.00,43.48,3333.75,0.00,60.00
6.8289,77804.22,10403.69,3560.48,2790.15,6068.06,2400.22,2280.20
7.2289,4011235.55,360785.08,2150.18,1188.46,2283.53,4400.74,2820.31
7.6289,8631875.03,511054.30,710.02,442.04,1233.39,5101.00,3320.43
8.0289,6526118.38,670488.38,580.01,246.38,816.69,6151.46,3360.44
8.4289,6097390.62,689123.29,240.00,355.08,650.02,4450.76,3060.36
8.8289,6199139.90,703796.24,310.00,289.86,616.68,6401.58,3280.42
9.2289,9675021.70,715439.99,440.01,282.61,566.68,5601.21,3500.47
9.6290,7156179.27,591599.66,330.00,210.15,650.02,7101.94,3520.48
10.0290,7205092.30,555321.24,260.00,188.41,733.35,5151.02,2980.34
10.4290,6652298.69,551584.08,280.00,224.64,633.35,5401.12,3160.39
10.8290,7119112.37,615347.75,380.01,173.91,733.35,6101.43,2840.31
11.2290,8557919.55,674255.37,280.00,239.13,583.35,4700.85,2940.33
11.6290,6770097.56,620977.78,290.00,166.67,533.34,6101.43,3280.42
12.0290,5972585.98,632348.68,270.00,144.93,433.34,5951.36,3180.39
12.4290,7856832.87,636419.24,250.00,210.15,583.35,5451.14,3320.43
12.8290,7262616.05,670802.29,320.00,224.64,716.69,5851.32,3180.39
13.2290,6490860.24,622020.65,210.00,275.37,633.35,6301.53,3440.46
13.6290,7078861.03,540585.60,250.00,289.86,733.35,6051.41,2920.33
14.0290,7027960.91,573917.19,320.00,231.89,450.01,4750.87,2260.20
14.4290,5307750.98,513642.43,310.00,202.90,433.34,4950.94,2620.26
14.8291,6978207.19,600448.68,310.00,144.93,533.34,5901.34,3160.39
15.2291,7676313.24,567681.35,360.00,246.38,583.35,6001.39,2960.34
15.6291,6721260.96,630992.09,270.00,152.17,600.01,6301.53,3020.35
16.0291,6429387.78,600865.23,360.00,152.17,633.35,4300.71,2300.20
16.4291,6924555.72,529387.89,320.00,282.61,616.68,5000.96,3020.35
16.8291,6714280.67,544527.49,220.00,260.87,433.34,5951.36,2460.23
17.2291,4962455.60,598574.32,270.00,239.13,416.67,5101.00,2740.29
17.6291,5848927.74,518405.76,300.00,224.64,516.68,4300.71,2660.27
18.0291,6039815.92,525864.45,260.00,188.41,450.01,4500.78,2860.32
18.4291,7110425.21,546810.16,290.00,202.90,750.02,4600.81,2820.31
