D:\Data_Here\Pieter_Vermeesch\20250603_Yamirka.b\DUR #02.d
Intensity Vs Time,CPS
Acquired      : 2025-06-04 11:56:26 using Batch 20250603_Yamirka.b
Time [Sec],P31,Ca43,Pb206,Pb207,Pb208,Th232,U238
0.4290,8802.62,600.01,30.00,14.49,66.67,100.00,20.00
0.8290,16809.55,1100.04,20.00,21.74,100.00,50.00,20.00
1.2290,12605.37,1000.03,30.00,36.23,133.33,0.00,0.00
1.6290,14607.21,600.01,30.00,7.25,83.33,50.00,0.00
2.0290,12205.04,900.03,20.00,36.23,66.67,0.00,0.00
2.4290,20213.81,600.01,30.00,43.48,66.67,0.00,20.00
2.8290,11204.24,600.01,30.00,21.74,66.67,0.00,0.00
3.2290,13205.90,400.01,40.00,21.74,16.67,50.00,0.00
3.6290,14607.21,300.00,50.00,28.99,50.00,0.00,0.00
4.0290,13205.90,1000.03,10.00,43.48,100.00,100.00,0.00
4.4290,15608.24,600.01,50.00,79.71,100.00,0.00,0.00
4.8291,15808.45,800.02,70.00,21.74,50.00,50.00,0.00
5.2291,12004.87,400.01,50.00,36.23,50.00,0.00,0.00
5.6291,15808.45,600.01,40.00,57.97,83.33,0.00,0.00
6.0291,14407.02,900.03,60.00,43.48,150.00,0.00,0.00
6.4291,12805.55,600.01,40.00,43.48,533.34,1400.08,120.00
6.8291,162286.00,12405.25,2820.30,2442.25,5851.30,39058.59,3260.41
7.2291,2077393.75,145114.61,2190.18,1565.31,3033.68,265228.49,13467.00
7.6291,6604506.59,462377.78,740.02,521.75,1250.06,385945.61,21337.56
8.0291,8233412.21,600344.58,290.00,231.89,1200.05,404032.93,22359.28
8.4291,8533157.33,649473.44,210.00,101.45,700.02,416414.65,18312.94
8.8291,7213040.66,738018.85,200.00,72.46,716.69,391302.25,18513.22
9.2291,7373485.57,557190.19,130.00,50.72,750.02,370763.18,20796.68
9.6291,13415823.57,681373.39,130.00,72.46,616.68,395011.94,20916.88
10.0291,13039600.89,824763.38,160.00,57.97,700.02,363975.34,17812.24
10.4291,10270818.00,631200.73,210.00,50.72,800.02,374775.83,20275.86
10.8292,10497957.86,682839.31,160.00,28.99,683.35,374827.27,21798.33
11.2292,12065059.83,768106.69,150.00,21.74,566.68,343889.43,19074.03
11.6292,6722916.87,672790.33,170.00,43.48,700.02,367060.30,18393.05
12.0292,6568866.32,567993.07,130.00,43.48,500.01,359195.09,20716.55
12.4292,6956221.81,882800.88,120.00,43.48,666.68,366288.99,17812.24
12.8292,9266980.08,634018.51,180.00,36.23,716.69,316199.54,16790.88
13.2292,6886495.27,604406.45,160.00,65.22,750.02,435370.75,19995.42
13.6292,7467948.85,654175.73,190.00,43.48,600.01,379613.21,16670.72
14.0292,18049899.54,573605.32,150.00,36.23,566.68,385791.14,19835.18
14.4292,7852552.98,604198.10,70.00,65.22,466.67,315482.42,15849.69
14.8292,6744851.31,611803.96,190.00,36.23,600.01,374209.86,17551.88
15.2292,9520538.06,608365.19,180.00,14.49,583.35,321681.62,17451.75
15.6292,10923857.83,525553.61,140.00,72.46,600.01,356214.75,18573.31
16.0292,6211801.24,698973.54,100.00,36.23,600.01,331780.76,17912.38
16.4292,7190902.42,612741.94,110.00,79.71,550.01,337320.63,15969.84
16.8293,6950464.34,578283.84,150.00,86.96,666.68,333627.10,17211.43
17.2293,6379506.68,713865.92,80.00,28.99,450.01,356471.66,16710.77
17.6293,8825030.52,591495.56,100.00,50.72,833.36,328652.78,16430.41
18.0293,8574988.16,478998.78,210.00,57.97,633.35,319017.14,16049.94
18.4293,9287411.46,519855.76,140.00,57.97,366.67,352721.39,15409.16
18.8293,7212199.97,617745.51,150.00,72.46,550.01,330908.94,16750.83
19.2293,6493127.56,657520.46,180.00,65.22,600.01,333883.59,16590.62
19.6293,7546693.72,558228.61,170.00,57.97,616.68,336602.37,14888.55
20.0293,5918323.10,586292.72,150.00,50.72,316.67,325576.83,16230.16
20.4293,6173791.75,602323.29,100.00,50.72,650.02,302581.10,16530.54
20.8293,5988227.96,574333.01,110.00,57.97,566.68,327063.43,16570.59
21.2293,6075354.29,628070.56,190.00,43.48,633.35,362278.93,18092.63
21.6293,8049096.72,570383.25,180.00,50.72,783.36,314867.80,17611.97
22.0294,8454641.74,551687.84,110.00,43.48,700.02,381878.10,17511.83
22.4294,6274802.24,714810.30,120.00,36.23,400.01,343992.07,17271.51
22.8294,7121659.92,616702.98,170.00,72.46,500.01,355444.07,17391.67
23.2294,6362361.65,683153.42,100.00,50.72,533.34,345840.16,15929.79
23.6294,7712335.64,580987.70,160.00,94.20,350.00,307494.41,15629.42
24.0294,7227128.63,579115.77,150.00,86.96,433.34,299306.59,15789.62
24.4294,6500668.32,624106.54,130.00,36.23,650.02,317787.57,16470.47
24.8294,6439093.95,572877.73,110.00,50.72,416.67,315328.76,17131.32
25.2294,5679337.12,558124.71,100.00,65.22,566.68,330908.94,17111.30
25.6294,6480822.88,553244.92,130.00,65.22,483.34,279778.78,14588.21
26.0294,4787183.93,454228.91,100.00,36.23,566.68,277735.67,13647.19
26.4294,5824675.04,631931.25,130.00,57.97,550.01,284836.89,15349.09
26.8294,5118620.62,551895.46,120.00,14.49,600.01,329780.81,17251.48
27.2294,7224097.04,606281.49,160.00,94.20,550.01,280647.22,13426.96
27.6294,5262251.68,459695.41,90.00,86.96,500.01,335473.73,16490.49
28.0295,6650846.59,602114.94,230.00,28.99,550.01,298846.19,14448.05
28.4295,6681570.08,520270.07,90.00,36.23,583.35,286063.38,15188.90
28.8295,6950133.16,612429.30,190.00,43.48,550.01,334909.47,15849.69
29.2295,11477084.51,541519.09,80.00,50.72,433.34,289590.19,14588.21
29.6295,6907206.88,500085.64,90.00,43.48,500.01,279421.22,17491.80


          Printed:2025-06-04 11:56:59
