D:\Data_Here\Pieter_Vermeesch\20250603_Yamirka.b\Yamirka_44C #16.d
Intensity Vs Time,CPS
Acquired      : 2025-06-04 12:46:32 using Batch 20250603_Yamirka.b
Time [Sec],P31,Ca43,Pb206,Pb207,Pb208,Th232,U238
0.4286,21415.50,1200.05,20.00,28.99,16.67,0.00,0.00
0.8286,18010.97,1000.03,20.00,21.74,100.00,0.00,0.00
1.2287,16409.10,900.03,80.00,28.99,50.00,50.00,0.00
1.6287,22617.29,1200.05,40.00,14.49,66.67,0.00,20.00
2.0287,15408.03,700.02,30.00,43.48,33.33,0.00,0.00
2.4287,17610.48,700.02,30.00,14.49,66.67,0.00,0.00
2.8287,21014.93,1300.06,20.00,14.49,50.00,0.00,0.00
3.2287,17009.78,800.02,40.00,21.74,50.00,0.00,0.00
3.6287,20614.36,1000.03,50.00,36.23,100.00,0.00,0.00
4.0287,15408.03,500.01,10.00,21.74,83.33,0.00,0.00
4.4287,14407.02,800.02,40.00,43.48,133.33,0.00,0.00
4.8287,17610.48,700.02,20.00,43.48,50.00,0.00,0.00
5.2287,16008.66,1000.03,40.00,14.49,83.33,0.00,0.00
5.6287,16208.88,600.01,10.00,28.99,33.33,0.00,0.00
6.0287,16409.10,500.01,40.00,43.48,50.00,0.00,0.00
6.4288,20814.65,500.01,20.00,43.48,83.33,0.00,20.00
6.8288,120085.82,6801.58,1380.07,2079.87,5000.95,1200.06,1280.06
7.2288,3530176.56,324552.91,1430.08,971.05,1383.41,3450.46,2000.15
7.6288,5675948.87,463719.14,530.01,304.35,733.35,5050.98,2080.17
8.0288,6695759.95,505568.95,450.01,231.89,533.34,3700.53,2100.17
8.4288,7152383.42,523274.22,260.00,210.15,583.35,3700.53,2380.22
8.8288,6519876.87,478688.92,360.00,289.86,700.02,4200.68,2380.22
9.2288,5402698.30,511778.91,260.00,181.16,500.01,4050.63,2420.23
9.6288,5803555.82,543075.10,340.00,246.38,566.68,4350.73,2540.25
10.0288,6842728.31,562694.53,250.00,188.41,483.34,4650.83,2380.22
10.4288,7977128.34,593264.94,250.00,181.16,600.01,4600.81,2340.21
10.8288,5986877.76,536022.56,220.00,144.93,700.02,4250.70,2300.20
11.2288,6853988.49,533948.88,320.00,166.67,600.01,3650.51,2580.26
11.6288,5865104.71,574021.14,210.00,224.64,566.68,5401.12,2200.19
12.0288,6607971.27,549404.44,180.00,210.15,350.00,5101.00,2360.21
12.4289,6226169.44,513953.03,240.00,159.42,483.34,4550.80,2820.31
12.8289,6176466.68,507949.12,160.00,159.42,650.02,4650.83,2700.28
13.2289,6023715.38,570383.25,210.00,268.12,566.68,4300.71,2460.23
13.6289,6975353.93,572981.64,150.00,217.39,583.35,5701.25,2560.25
14.0289,7022330.82,602114.94,250.00,297.10,616.68,3700.53,2260.20
14.4289,6418407.82,560201.76,300.00,188.41,550.01,4750.87,2760.29
14.8289,6652120.36,520684.42,180.00,108.70,450.01,4300.71,2680.28
15.2289,7388210.43,488711.57,220.00,86.96,466.67,4800.89,2760.29
15.6289,7021693.93,507017.72,380.01,173.91,650.02,5000.96,2840.31
16.0289,5642601.40,531875.54,310.00,253.63,433.34,3950.60,2180.18
16.4289,5695921.69,493777.15,220.00,202.90,416.67,3500.47,2160.18
16.8289,6741794.24,491502.59,200.00,166.67,450.01,4100.65,2500.24
17.2289,5886172.97,477965.92,340.00,224.64,566.68,3950.60,2460.23
17.6290,5410621.19,479102.10,250.00,188.41,433.34,3800.56,2500.24
18.0289,5983183.81,490778.96,260.00,210.15,600.01,4850.90,2040.16
18.4290,6373494.45,478275.78,230.00,137.68,433.34,5201.04,2140.18
18.8290,5638397.93,493777.15,160.00,173.91,516.68,4200.68,2220.19
19.2290,6739960.00,498844.38,230.00,166.67,550.01,4150.66,2520.25
19.6290,4966506.21,443920.26,250.00,246.38,300.00,3900.59,2480.24
20.0290,4333948.72,468466.55,180.00,217.39,466.67,4000.62,2320.21
20.4290,5074089.39,467847.27,210.00,195.65,466.67,3850.57,2600.26
20.8290,5568569.50,497913.53,240.00,159.42,500.01,3850.57,2160.18
21.2290,5925023.16,437017.48,230.00,137.68,700.02,3200.39,2320.21
21.6290,4752129.60,456394.63,190.00,144.93,550.01,4050.63,2000.15
