D:\Data_Here\Pieter_Vermeesch\20250603_Yamirka.b\GLASS_612 #02.d
Intensity Vs Time,CPS
Acquired      : 2025-06-04 11:50:59 using Batch 20250603_Yamirka.b
Time [Sec],P31,Ca43,Pb206,Pb207,Pb208,Th232,U238
0.4287,10603.80,800.02,50.00,65.22,33.33,50.00,20.00
0.8287,16008.66,500.01,10.00,43.48,116.67,0.00,60.00
1.2287,14407.02,400.01,40.00,57.97,83.33,0.00,0.00
1.6287,12405.20,600.01,20.00,65.22,66.67,0.00,0.00
2.0287,10603.80,400.01,30.00,43.48,50.00,0.00,20.00
2.4287,13606.26,1100.04,30.00,28.99,33.33,0.00,20.00
2.8287,14407.02,700.02,30.00,21.74,133.33,50.00,0.00
3.2287,13806.45,500.01,20.00,28.99,116.67,0.00,0.00
3.6287,14206.82,400.01,20.00,21.74,116.67,50.00,0.00
4.0287,14006.63,500.01,40.00,36.23,116.67,50.00,0.00
4.4288,11804.71,300.00,40.00,65.22,83.33,0.00,0.00
4.8288,13005.72,1000.03,50.00,21.74,66.67,0.00,20.00
5.2288,13806.45,600.01,30.00,14.49,83.33,0.00,0.00
5.6288,14006.63,200.00,10.00,14.49,50.00,0.00,0.00
6.0288,14607.21,400.01,30.00,14.49,83.33,0.00,0.00
6.4288,10403.66,600.01,40.00,231.89,4017.28,7151.97,9943.82
6.8288,15207.82,33037.18,6091.41,7683.40,19113.84,35648.82,37674.71
7.2288,12805.55,94101.01,10334.04,9880.51,22318.87,43773.58,43131.69
7.6288,19012.22,111623.30,10514.18,9858.75,25257.50,50146.54,46784.34
8.0288,17410.25,119384.08,11765.24,11577.54,30067.57,55970.23,51281.32
8.4288,18211.21,130074.45,12225.66,11454.24,30702.36,55468.09,60842.56
8.8288,17210.01,159664.67,13496.89,11396.22,29332.58,50949.66,51321.47
9.2288,14206.82,125535.14,13226.62,11882.16,31604.49,53911.57,53771.38
9.6288,14807.41,153196.20,13647.05,12680.00,33358.80,61595.59,59094.50
10.0289,17810.72,141479.35,14417.87,11439.74,26342.95,50046.15,52626.70
10.4289,16208.88,121803.87,14187.62,11461.50,27411.79,49995.96,52084.51
10.8289,17810.72,134615.16,13847.26,12839.58,26710.35,46633.50,48109.18
11.2289,16008.66,126039.44,13757.16,12077.99,29132.14,50347.31,48249.70
11.6289,17410.25,119988.99,12415.83,9510.67,23838.19,45027.85,43252.09
12.0289,16809.55,105578.77,11895.36,10177.84,23671.22,44676.64,48972.41
12.4289,19012.22,119182.45,12946.34,10641.97,26393.05,47888.05,47185.79
12.8289,13806.45,109809.68,10844.45,10699.99,24723.15,45730.30,48350.08
13.2289,15408.03,105377.33,11384.91,9416.40,23237.12,43974.26,45921.26
13.6289,17210.01,110615.71,11484.99,10670.98,24739.85,40462.88,43613.31
14.0289,12004.87,109104.44,10714.35,10286.62,23470.87,42017.80,40964.68
14.4289,16809.55,94302.30,10173.92,9285.87,22035.06,45479.42,45620.20
14.8289,15408.03,107794.81,11154.71,9452.66,21651.09,37604.31,38577.36
15.2289,18211.21,94704.88,11795.27,10098.06,22552.60,38857.99,39460.02
15.6290,13806.45,103765.91,12355.78,9546.93,22252.09,39660.41,37995.65
16.0290,16409.10,96315.33,10904.50,10736.25,23086.86,39259.19,38116.00
16.4290,16208.88,93597.81,10253.98,9380.14,23671.22,39560.10,39199.23
16.8290,14006.63,106988.94,10944.53,8611.50,21801.34,39911.18,40583.48
17.2290,15207.82,106686.76,10253.98,8959.56,21050.12,37052.73,35087.46
17.6290,16609.33,89673.39,9463.39,8937.81,21333.91,38557.10,36451.22
18.0290,13606.26,87057.70,9153.17,8132.94,18679.89,30585.94,32961.89
18.4290,12805.55,85045.94,9273.26,8422.98,20699.56,36751.88,37153.21
18.8290,16208.88,86152.38,9463.39,8705.77,20432.48,34896.78,35468.50
19.2290,14807.41,83637.88,8512.74,7893.66,18696.58,33643.48,35628.94
19.6290,15007.62,82330.52,9323.29,7502.13,18245.95,31688.58,33342.86
20.0290,15608.24,87560.69,9123.15,7951.67,19297.44,36350.75,34606.17
20.4290,16609.33,84744.21,9403.35,7335.37,16426.89,30786.41,30736.43
20.8291,15408.03,72780.19,8923.01,7560.14,19264.06,32290.05,32580.93
21.2290,16809.55,86655.33,9253.24,7400.63,18028.98,32340.18,32641.08
21.6291,16008.66,82531.64,8582.79,8147.44,17611.75,31037.01,28551.43
