D:\Data_Here\Pieter_Vermeesch\20250603_Yamirka.b\Yamirka_10B #31.d
Intensity Vs Time,CPS
Acquired      : 2025-06-04 14:42:33 using Batch 20250603_Yamirka.b
Time [Sec],P31,Ca43,Pb206,Pb207,Pb208,Th232,U238
0.4286,20814.65,800.02,60.00,14.49,50.00,50.00,0.00
0.8286,16809.55,800.02,60.00,21.74,83.33,0.00,20.00
1.2286,21816.09,1300.06,40.00,21.74,66.67,0.00,0.00
1.6286,20614.36,500.01,20.00,28.99,83.33,100.00,0.00
2.0287,21816.09,700.02,0.00,28.99,83.33,0.00,0.00
2.4287,21816.09,300.00,20.00,21.74,16.67,0.00,0.00
2.8287,20814.65,700.02,30.00,36.23,66.67,0.00,20.00
3.2287,16809.55,200.00,10.00,36.23,66.67,0.00,0.00
3.6287,17410.25,400.01,20.00,7.25,116.67,0.00,0.00
4.0287,20414.09,800.02,40.00,28.99,33.33,0.00,20.00
4.4287,18811.96,900.03,30.00,0.00,50.00,0.00,20.00
4.8287,20814.65,700.02,50.00,65.22,50.00,0.00,0.00
5.2287,19613.00,800.02,20.00,28.99,83.33,50.00,0.00
5.6287,22617.29,400.01,10.00,14.49,16.67,0.00,0.00
6.0287,19212.48,400.01,40.00,28.99,50.00,0.00,0.00
6.4287,22817.60,700.02,40.00,36.23,916.70,50.00,80.00
6.8287,203186.98,18611.81,4900.91,3717.91,6668.35,1250.06,1360.07
7.2287,3062220.90,329358.30,2300.20,1275.42,2816.97,3100.37,1920.14
7.6287,5594299.79,455775.83,1180.05,485.52,1100.05,3100.37,2440.23
8.0288,6101161.00,453816.46,570.01,427.54,783.36,2300.20,2380.22
8.4288,6343586.18,507224.71,410.01,253.63,650.02,3850.57,1880.14
8.8288,5567193.82,427956.01,440.01,217.39,533.34,3800.56,1860.13
9.2288,4915631.57,435678.52,270.00,181.16,516.68,3400.44,2380.22
9.6288,4423775.45,423324.41,240.00,224.64,483.34,3900.59,2200.19
10.0288,7123596.06,448352.10,170.00,181.16,433.34,3900.59,1980.15
10.4288,6148698.35,570383.25,280.00,166.67,333.34,3700.53,2200.19
10.8288,5691234.19,489021.68,260.00,173.91,516.68,2950.33,2160.18
11.2288,4983447.44,455878.96,190.00,152.17,316.67,3350.43,2200.19
11.6288,5782844.21,485404.39,290.00,210.15,400.01,3600.50,2220.19
12.0288,5561105.17,505568.95,260.00,173.91,300.00,3500.47,2000.15
12.4288,6904353.62,489021.68,230.00,159.42,433.34,3100.37,2120.17
12.8288,7625311.22,537266.85,230.00,152.17,366.67,3400.44,1880.14
13.2288,6215851.85,457116.60,180.00,166.67,583.35,4200.68,1960.15
13.6288,5875753.48,462274.61,200.00,181.16,483.34,4400.74,2380.22
14.0289,7442040.23,457426.03,280.00,159.42,433.34,3150.38,2020.16
14.4289,4782725.71,469705.27,170.00,210.15,466.67,3450.46,2020.16
14.8289,8334473.65,499878.76,220.00,195.65,366.67,4150.66,2080.17
15.2289,6319613.70,445156.93,230.00,152.17,316.67,3350.43,1500.09
15.6289,4995089.76,463100.05,240.00,224.64,333.34,3650.51,2260.20
16.0289,6258395.99,494914.50,240.00,202.90,550.01,4000.62,2340.21
16.4289,7467388.39,549923.39,240.00,137.68,416.67,3150.38,1760.12
16.8289,5573129.62,535089.40,260.00,188.41,483.34,4350.73,2340.21
17.2289,5753929.48,452166.60,240.00,159.42,416.67,3200.39,2000.15
17.6289,5974929.73,440004.88,290.00,101.45,616.68,3600.50,1860.13
18.0289,4793323.54,460108.06,210.00,231.89,266.67,3350.43,1920.14
18.4289,5132963.35,465989.45,180.00,166.67,500.01,3300.42,2160.18
18.8289,5068892.38,378524.00,210.00,152.17,633.35,3500.47,2020.16
19.2289,4366047.89,447012.11,290.00,210.15,350.00,3150.38,2340.21
19.6290,4672187.37,390327.51,170.00,195.65,366.67,3950.60,2180.18
20.0290,4776968.24,476210.11,210.00,188.41,550.01,4000.62,1500.09
20.4290,6231264.55,500085.64,170.00,217.39,383.34,3350.43,1940.15
20.8290,5245819.96,435884.47,220.00,166.67,583.35,3150.38,2000.15
21.2290,9424418.87,420649.02,160.00,159.42,700.02,4000.62,2360.21
21.6290,4839357.83,438459.57,210.00,130.44,333.34,3600.50,1980.15
22.0290,4762854.80,487574.66,260.00,231.89,383.34,3350.43,1840.13
22.4290,5548520.25,437738.53,180.00,173.91,316.67,3850.57,2120.17
22.8290,5493187.39,425588.53,210.00,94.20,350.00,3000.35,1880.14
23.2290,4793603.77,384270.63,260.00,246.38,366.67,3000.35,2160.18
23.6290,5917558.83,529180.62,250.00,94.20,383.34,3650.51,1600.10
24.0290,5782079.94,468053.66,150.00,173.91,350.00,3600.50,1520.09
24.4290,8418339.10,502671.83,280.00,137.68,300.00,2950.33,1500.09
24.8291,5503708.79,515091.99,280.00,246.38,416.67,3550.48,1620.10
25.2291,4339400.48,404709.67,250.00,152.17,416.67,4700.85,1780.12
25.6291,4322764.96,472182.96,210.00,159.42,350.00,2900.32,1840.13
26.0291,5205976.23,499051.27,150.00,152.17,516.68,3100.37,1660.11
26.4291,4725736.95,418282.71,150.00,166.67,316.67,2600.26,1860.13
26.8291,5423741.09,349209.84,240.00,159.42,300.00,2800.30,1860.13
27.2291,4384237.42,346445.39,340.00,144.93,266.67,2550.25,1640.10
27.6291,5837794.94,369908.23,340.00,152.17,266.67,2650.27,1800.13
28.0291,5455993.11,360580.13,190.00,210.15,400.01,3300.42,1820.13
28.4291,5206664.07,366729.86,240.00,202.90,416.67,2550.25,1960.15
28.8291,4102095.88,380678.74,190.00,239.13,433.34,3000.35,1600.10
29.2291,5005967.81,373497.53,220.00,159.42,500.01,2650.27,1500.09
29.6291,4718476.42,421266.36,180.00,173.91,450.01,2450.23,1860.13


          Printed:2025-06-04 14:43:07
