D:\Data_Here\Pieter_Vermeesch\20250603_Yamirka.b\Yamirka_47A #09.d
Intensity Vs Time,CPS
Acquired      : 2025-06-04 12:03:07 using Batch 20250603_Yamirka.b
Time [Sec],P31,Ca43,Pb206,Pb207,Pb208,Th232,U238
0.4286,26223.24,700.02,40.00,50.72,100.00,0.00,0.00
0.8286,30030.47,900.03,60.00,28.99,50.00,0.00,0.00
1.2286,31032.54,900.03,20.00,36.23,133.33,0.00,0.00
1.6286,28627.69,500.01,80.00,57.97,83.33,0.00,0.00
2.0286,25021.16,1400.07,50.00,28.99,66.67,50.00,0.00
2.4286,31232.96,500.01,30.00,57.97,33.33,50.00,0.00
2.8286,21014.93,700.02,70.00,28.99,83.33,0.00,0.00
3.2286,27425.42,500.01,30.00,28.99,83.33,0.00,0.00
3.6286,25421.84,600.01,80.00,43.48,33.33,0.00,0.00
4.0287,26623.96,800.02,40.00,28.99,66.67,50.00,0.00
4.4287,23618.86,700.02,30.00,36.23,100.00,0.00,20.00
4.8287,26623.96,600.01,60.00,36.23,66.67,0.00,0.00
5.2287,21215.21,1600.09,60.00,57.97,33.33,0.00,20.00
5.6287,24219.83,300.00,40.00,28.99,50.00,0.00,0.00
6.0287,25021.16,600.01,40.00,28.99,66.67,0.00,0.00
6.4287,21014.93,900.03,40.00,28.99,316.67,50.00,20.00
6.8287,166532.85,20814.76,8913.01,7494.88,16777.33,1600.10,1460.08
7.2287,4082323.44,429500.15,5361.09,3022.09,7435.43,2200.19,1680.11
7.6287,6894571.02,650100.29,1490.08,1072.51,1866.80,2200.19,2180.18
8.0287,6732037.11,677395.26,890.03,543.49,1133.38,1700.11,1680.11
8.4287,7622126.78,640804.20,400.01,362.32,1016.71,2250.19,1820.13
8.8287,8587751.40,539029.83,360.00,246.38,733.35,2700.28,2080.17
9.2288,6975302.98,600865.23,250.00,224.64,533.34,3050.36,1960.15
9.6288,7014739.11,686609.33,250.00,181.16,500.01,2650.27,2380.22
10.0288,8915010.11,636210.50,220.00,195.65,500.01,2650.27,2040.16
10.4288,8114135.76,689542.29,310.00,239.13,600.01,2650.27,1800.13
10.8288,7951703.76,580883.69,190.00,123.19,350.00,2650.27,1960.15
11.2288,8994875.90,689647.07,190.00,108.70,383.34,2750.29,2040.16
11.6288,7943194.93,576828.17,160.00,202.90,433.34,2250.19,1920.14
12.0288,7144486.00,612533.50,200.00,108.70,450.01,2300.20,1880.14
12.4288,6548893.50,692580.62,220.00,137.68,416.67,3300.42,1860.13
12.8288,6867337.67,616494.43,180.00,137.68,400.01,2500.24,1660.11
13.2288,7744129.11,651876.61,290.00,188.41,383.34,2500.24,2300.20
13.6288,6628886.68,697925.34,300.00,130.44,233.34,2900.32,2080.17
14.0288,8046880.35,619413.67,200.00,144.93,416.67,3250.41,2460.23
14.4288,6662387.00,645085.94,240.00,115.94,383.34,2350.21,1740.12
14.8288,6675099.30,615764.75,130.00,130.44,516.68,2050.16,1880.14
15.2289,8188957.40,579635.69,210.00,159.42,250.00,2500.24,1760.12
15.6289,6635816.02,543593.80,160.00,166.67,216.67,1900.14,2280.20
16.0289,8798459.54,656788.72,190.00,130.44,283.34,2150.18,1600.10
16.4289,5344996.21,505672.46,260.00,144.93,400.01,1950.15,1860.13
16.8289,6294622.20,525760.84,220.00,108.70,433.34,2700.28,2140.18
17.2289,6645445.77,676453.22,240.00,123.19,250.00,1750.12,1840.13
17.6289,8146999.20,633601.03,200.00,130.44,266.67,2300.20,1620.10
18.0289,8343288.18,668709.86,160.00,166.67,416.67,2900.32,1860.13
18.4289,7847865.48,495328.17,240.00,108.70,433.34,2000.15,1640.10
18.8289,7171133.41,572669.82,200.00,79.71,283.34,2450.23,1960.15
19.2289,6108217.72,546602.64,190.00,130.44,266.67,2400.22,2120.17
19.6289,6417108.57,532912.21,250.00,144.93,333.34,2250.19,1720.11
20.0289,7182062.41,562279.05,180.00,123.19,316.67,2350.21,1700.11
20.4289,6763703.20,566434.52,180.00,137.68,233.34,2000.15,1600.10
20.8289,6060374.67,498430.66,150.00,152.17,383.34,2500.24,1780.12
21.2290,7438651.99,580883.69,190.00,130.44,500.01,1950.15,1840.13
21.6290,5498970.34,587229.10,220.00,137.68,316.67,2100.17,1560.09
22.0290,5742185.26,520787.99,230.00,144.93,300.00,1850.13,1540.09
22.4290,5602502.91,521513.09,170.00,173.91,316.67,2100.17,1620.10
22.8290,6399275.69,570695.02,150.00,166.67,266.67,1900.14,1660.11
23.2290,5934219.83,496879.35,200.00,123.19,400.01,2400.22,1820.13
23.6290,6133820.63,541000.49,250.00,166.67,333.34,1800.12,1620.10
24.0290,6371736.64,499465.04,240.00,144.93,350.00,2350.21,1320.07
24.4290,5810077.55,563213.92,180.00,123.19,450.01,2200.19,1880.14
24.8290,7230975.44,592744.53,120.00,144.93,216.67,1800.12,1560.09
25.2290,5658065.05,498120.41,170.00,144.93,233.34,2250.19,1560.09
25.6290,5086725.26,436502.44,230.00,217.39,283.34,1950.15,1800.13
26.0290,6243747.56,508673.63,180.00,115.94,166.67,1550.09,1440.08
26.4290,5637710.09,474764.36,170.00,94.20,466.67,1000.04,1660.11
26.8291,7189857.93,441138.13,180.00,166.67,300.00,1750.12,1380.07
27.2291,5526178.21,443714.16,110.00,108.70,750.02,2050.16,1480.08
27.6291,5042958.29,472492.72,200.00,94.20,216.67,1650.10,1280.06
28.0291,4950482.10,428161.87,170.00,94.20,283.34,1400.08,1720.11
28.4291,5657886.72,460417.53,190.00,152.17,266.67,2000.15,1340.07
28.8291,4785553.50,450723.14,200.00,123.19,450.01,1550.09,1720.11
29.2291,4845446.48,425897.31,140.00,108.70,300.00,2050.16,1360.07
29.6291,5628921.04,440829.05,220.00,152.17,233.34,1550.09,1240.06


          Printed:2025-06-04 12:03:41
