D:\Data_Here\Pieter_Vermeesch\20260217_Morocco_as_apatite_c.b\A #15.d
Intensity Vs Time,CPS
Acquired      : 2026-02-17 17:49:43 using Batch 20260217_Morocco_as_apatite_c.b
Time [Sec],P31,Ca43,Pb206,Pb207,Pb208,Th232,U238
0.4287,11804.71,1900.12,10.00,21.74,16.67,100.00,0.00
0.8287,13406.08,2000.14,10.00,21.74,33.33,0.00,0.00
1.2287,12004.87,2200.17,40.00,14.49,0.00,0.00,0.00
1.6287,16409.10,2800.27,10.00,7.25,33.33,0.00,0.00
2.0288,10603.80,2300.18,10.00,7.25,50.00,0.00,0.00
2.4288,12205.04,2300.18,0.00,7.25,16.67,50.00,0.00
2.8288,14807.41,1300.06,20.00,0.00,16.67,0.00,0.00
3.2288,13606.26,1800.11,10.00,14.49,0.00,0.00,0.00
3.6288,17210.01,1800.11,10.00,28.99,16.67,0.00,20.00
4.0288,10403.66,2400.20,20.00,7.25,0.00,0.00,0.00
4.4288,10403.66,2700.25,10.00,21.74,50.00,0.00,20.00
4.8288,10203.52,1700.10,0.00,14.49,16.67,0.00,0.00
5.2288,15408.03,2600.23,10.00,14.49,0.00,0.00,0.00
5.6288,16008.66,2100.15,0.00,14.49,50.00,0.00,0.00
6.0288,11604.55,1900.12,10.00,0.00,33.33,0.00,0.00
6.4288,15408.03,2200.17,0.00,21.74,66.67,0.00,20.00
6.8288,58314.80,7702.02,1350.07,2152.35,5968.02,4700.85,1780.12
7.2288,1170801.46,106686.76,2130.17,1521.83,3200.39,20966.90,5281.08
7.6289,4001694.14,312188.72,1330.07,797.13,1866.80,23972.08,6401.58
8.0289,4494811.30,379960.45,1060.04,579.72,2083.50,24222.55,6701.73
8.4289,5224577.29,364884.67,1140.05,550.74,1516.75,25174.35,6461.61
8.8289,5191160.10,438459.57,780.02,536.24,1700.11,24322.73,6521.64
9.2289,5437394.67,371138.77,620.01,529.00,1650.10,22569.58,6801.79
9.6289,7370403.11,399057.86,820.03,463.78,1333.40,24222.55,7061.92
10.0289,7131393.21,378113.62,770.02,500.01,1633.43,21968.55,5761.28
10.4289,6735600.55,377908.42,720.02,485.52,1283.40,24973.97,5181.04
10.8289,7485153.69,428264.79,850.03,471.02,1366.74,24473.01,5241.06
11.2289,3869145.09,370933.67,770.02,355.08,1266.73,21668.04,5501.17
11.6289,4269133.52,384886.45,700.02,500.01,1333.40,24973.97,5901.34
12.0289,5024148.60,371343.85,750.02,471.02,1350.07,24873.77,5921.35
12.4289,4876303.59,418797.12,680.02,318.84,1400.07,22719.84,5361.11
12.8289,5260030.30,422295.36,730.02,369.57,1250.06,21267.38,6081.43
13.2290,6043571.66,382525.88,670.02,507.26,1650.10,25024.06,5801.30
13.6290,5396082.48,411083.35,750.02,384.06,1300.06,23070.45,5601.21
14.0290,4598489.02,365192.19,740.02,456.53,1150.05,23421.08,5301.08
14.4290,4427952.09,443714.16,660.02,420.30,1183.39,25775.53,5721.26
14.8290,4596850.43,371651.51,730.02,413.05,1416.74,21617.96,5281.08
