D:\Data_Here\Pieter_Vermeesch\20260217_Morocco_as_apatite_c.b\A #13.d
Intensity Vs Time,CPS
Acquired      : 2026-02-17 17:48:26 using Batch 20260217_Morocco_as_apatite_c.b
Time [Sec],P31,Ca43,Pb206,Pb207,Pb208,Th232,U238
0.4337,12004.87,2000.14,10.00,0.00,33.33,0.00,20.00
0.8337,14006.63,2400.20,0.00,0.00,116.67,0.00,20.00
1.2337,13806.45,1800.11,30.00,14.49,16.67,0.00,0.00
1.6337,13406.08,3200.35,0.00,7.25,0.00,0.00,0.00
2.0337,13205.90,2300.18,10.00,0.00,16.67,0.00,0.00
2.4337,14006.63,2700.25,10.00,28.99,16.67,0.00,0.00
2.8337,12605.37,1800.11,20.00,21.74,16.67,0.00,20.00
3.2337,12805.55,2200.17,20.00,14.49,33.33,0.00,20.00
3.6337,12605.37,2100.15,0.00,7.25,33.33,0.00,0.00
4.0337,13205.90,2200.17,40.00,0.00,16.67,0.00,0.00
4.4337,8002.17,2400.20,10.00,7.25,0.00,0.00,0.00
4.8337,13606.26,2100.15,20.00,0.00,33.33,0.00,0.00
5.2337,13406.08,1100.04,40.00,7.25,0.00,0.00,0.00
5.6337,12805.55,2000.14,0.00,7.25,66.67,0.00,20.00
6.0338,11604.55,2100.15,10.00,21.74,33.33,50.00,0.00
6.4338,11604.55,2600.23,0.00,7.25,0.00,0.00,0.00
6.8338,13806.45,2000.14,50.00,1021.78,9203.21,4250.70,640.02
7.2338,939752.54,79917.21,4440.75,2797.40,5701.23,5101.00,2000.15
7.6338,2258261.91,138147.80,2100.17,1485.59,2883.65,18463.10,4300.71
8.0338,3881856.53,361195.00,1050.04,739.15,2266.86,21768.21,5221.05
8.4338,5395784.55,336313.53,920.03,673.93,1283.40,19063.97,5201.04
8.8338,4680741.00,402345.92,790.02,376.82,1650.10,24773.58,6261.51
9.2338,4833799.69,385810.28,500.01,463.78,1533.42,20566.26,6341.55
9.6338,3575242.60,328540.23,910.03,420.30,1400.07,17561.85,5721.26
10.0338,5112110.80,466402.29,830.03,405.80,1416.74,19013.90,5281.08
10.4338,5439951.86,336620.46,590.01,413.05,950.03,24022.18,5541.19
10.8338,8545069.64,331710.42,690.02,449.28,1200.05,22168.89,5321.09
11.2338,5492982.41,556255.71,770.02,369.57,1550.09,18663.39,5681.25
11.6339,3845335.96,358223.39,680.02,398.56,1450.08,21718.13,5081.00
12.0339,4736874.93,371754.05,630.02,500.01,1383.41,21067.06,4720.86
12.4339,4323082.67,387042.11,780.02,427.54,1383.41,19765.01,5481.16
12.8339,4285345.57,349517.02,690.02,449.28,1133.38,22970.28,5601.21
13.2339,4549976.98,409129.83,680.02,500.01,1500.09,18763.53,5441.14
13.6339,4439744.93,328028.98,800.02,391.31,1683.44,23621.44,5201.04
14.0339,4603230.98,351974.76,660.02,362.32,1266.73,19214.19,5421.13
14.4339,4939811.15,408615.80,560.01,471.02,1466.75,21267.38,4960.95
14.8339,5695000.03,409027.03,780.02,391.31,1316.73,19514.64,5721.26
15.2339,5118094.12,319749.07,730.02,398.56,866.70,19314.34,5121.01
15.6339,4307491.29,275667.43,680.02,376.82,1233.39,19865.17,4940.94
16.0339,6061645.74,375343.77,710.02,391.31,1100.05,20065.48,5101.00
16.4339,6486212.94,399160.60,730.02,340.58,1350.07,18312.89,4820.90
16.8340,6978111.07,352077.20,620.01,340.58,1116.71,20516.18,4680.85
17.2340,3539665.45,360170.24,800.02,326.09,1283.40,20315.86,4600.82
17.6340,3904920.85,291366.67,590.01,391.31,1383.41,20315.86,4440.76
18.0340,3374565.64,368472.75,600.01,333.34,950.03,16810.86,5581.20
18.4340,4120394.72,350643.43,460.01,282.61,1066.71,16760.80,4000.62
18.8340,3201248.08,388890.06,580.01,333.34,1066.71,17561.85,5101.00
19.2340,4044275.02,362219.82,550.01,355.08,1000.04,16560.54,4600.82
19.6340,3659778.67,355969.51,580.01,333.34,1133.38,16210.10,4460.77
20.0340,3456817.62,341634.45,580.01,275.37,1233.39,17862.26,4500.78
20.4340,6820161.44,283413.01,580.01,405.80,1150.05,18813.60,4660.84
20.8340,3464936.06,369395.56,550.01,304.35,1033.37,18663.39,4120.66
21.2340,4576715.70,308818.46,670.02,355.08,1133.38,17161.32,4080.64
21.6340,4799836.31,399879.83,550.01,282.61,1316.73,17812.20,4260.70
22.0340,4161284.86,301774.05,450.01,449.28,1300.06,18463.10,4580.81
22.4340,3179921.66,329767.33,560.01,369.57,1150.05,18413.03,4500.78
22.8340,3931783.71,316683.59,630.02,362.32,966.70,18262.82,5081.00
23.2341,2940340.73,355149.98,550.01,398.56,966.70,18212.75,4440.76
23.6341,4670983.97,337541.26,610.01,297.10,1216.72,15309.01,4700.85
24.0341,3007249.60,267925.88,440.01,376.82,1116.71,18062.54,4480.77
24.4341,4016195.64,300651.32,550.01,246.38,983.37,16660.67,4520.79
