D:\Data_Here\Pieter_Vermeesch\20260217_Morocco_as_apatite_c.b\GLASS #2.d
Intensity Vs Time,CPS
Acquired      : 2026-02-17 17:36:33 using Batch 20260217_Morocco_as_apatite_c.b
Time [Sec],P31,Ca43,Pb206,Pb207,Pb208,Th232,U238
0.4286,10803.95,3800.49,10.00,28.99,16.67,0.00,0.00
0.8286,10603.80,2400.20,10.00,7.25,33.33,0.00,20.00
1.2287,10603.80,2500.21,30.00,14.49,0.00,0.00,0.00
1.6287,10603.80,2900.29,10.00,21.74,33.33,0.00,20.00
2.0287,15608.24,2200.17,40.00,7.25,50.00,0.00,40.00
2.4287,12805.55,1800.11,30.00,14.49,50.00,0.00,0.00
2.8287,12205.04,2000.14,10.00,28.99,50.00,0.00,0.00
3.2287,12004.87,3400.39,20.00,21.74,0.00,0.00,0.00
3.6287,10403.66,2200.17,0.00,21.74,16.67,0.00,0.00
4.0287,11404.40,2300.18,10.00,14.49,50.00,0.00,0.00
4.4287,13406.08,2400.20,10.00,0.00,16.67,0.00,0.00
4.8287,9603.12,2300.18,0.00,14.49,33.33,0.00,0.00
5.2287,10803.95,1800.11,30.00,14.49,50.00,0.00,0.00
5.6287,11004.09,2100.15,20.00,21.74,66.67,0.00,0.00
6.0287,10403.66,2100.15,40.00,28.99,33.33,0.00,0.00
6.4288,12205.04,2100.15,0.00,7.25,33.33,0.00,0.00
6.8288,14607.21,4000.55,840.03,2753.91,9536.78,10854.53,18352.99
7.2288,13205.90,35242.31,7582.18,8560.75,18997.01,31437.97,34886.92
7.6288,15007.62,78811.25,7842.33,6646.60,17761.95,32239.93,34927.03
8.0288,13406.08,78107.50,7852.33,8016.93,17845.40,31538.21,34365.53
8.4288,13205.90,64139.99,7852.33,7422.38,15292.19,33543.22,34365.53
8.8288,15608.24,69464.17,7612.19,7560.14,19247.37,30385.47,38938.44
9.2288,16008.66,75091.81,7892.36,7277.37,16093.15,29784.08,33804.06
9.6288,14206.82,63939.12,8522.75,7726.90,18145.81,35247.72,35007.24
10.0288,15608.24,79716.13,7061.89,7103.36,17311.35,28431.06,31718.79
10.4288,15007.62,67153.44,7642.21,7154.11,15776.10,29533.51,31758.89
10.8288,14407.02,55605.24,7622.20,7038.11,18462.92,33844.00,33202.50
11.2288,16208.88,70167.50,7061.89,6378.35,15459.05,27529.12,33904.32
11.6288,16008.66,55906.38,6911.81,6675.60,17177.85,27779.65,27609.39
12.0288,14206.82,48981.68,8072.47,7096.11,15425.68,25675.33,28912.23
12.4289,15007.62,67454.82,7021.87,6516.10,16643.83,28882.05,30335.48
12.8289,11404.40,54300.37,7141.93,6298.60,15192.08,30084.77,29172.81
13.2289,15207.82,55806.01,7312.02,5783.88,14307.76,24022.18,26386.85
13.6289,12805.55,52694.53,7231.98,6349.35,14040.80,24673.39,25344.77
14.0289,14807.41,56006.77,7282.01,6603.10,14991.85,26827.66,27128.38
14.4289,15007.62,54300.37,6681.69,5675.13,13773.86,25374.74,25845.76
14.8289,12405.20,51690.96,6671.69,6182.61,14090.86,25274.55,23541.37
15.2289,12205.04,49684.04,6581.64,5174.93,13156.56,23320.90,24302.78
15.6289,12205.04,52794.89,6461.58,6052.11,13940.70,24873.77,25545.17
16.0289,14006.63,53898.89,6521.61,5182.18,12205.65,17912.33,20997.01
16.4289,15207.82,37548.02,4880.90,5290.92,12589.34,24372.83,24543.23
16.8289,15808.45,54400.74,6191.45,6110.11,13139.88,22168.89,22920.26
17.2289,11804.71,50386.43,5881.31,5174.93,13023.09,22920.19,23581.45
17.6290,13205.90,44968.86,5391.10,5682.38,13640.38,22669.75,22900.23
18.0289,14407.02,50185.75,5641.20,5479.40,13707.12,21417.63,21517.86
18.4290,13205.90,45570.71,5651.21,5008.20,11821.96,18863.68,19735.02
18.8290,11604.55,43765.22,5211.03,4210.82,10470.82,19214.19,21237.40
19.2290,15408.03,43765.22,5371.09,4971.95,11004.59,18963.82,22319.21
19.6290,12605.37,43263.74,5661.21,5298.16,12239.01,18463.10,21057.10
20.0290,12805.55,38550.62,5501.15,4464.52,10287.34,17812.20,19414.54
20.4290,14006.63,43765.22,5050.97,4247.06,10987.91,17061.19,19795.11
20.8290,17210.01,42862.56,5451.12,4797.97,11821.96,20766.58,18673.45
21.2290,14607.21,41157.69,4830.88,4841.47,10454.14,19364.41,19955.36
21.6290,10403.66,41257.97,4770.86,4189.07,10520.86,17261.45,19194.21
22.0290,14807.41,37447.76,4670.83,4334.04,11188.08,18012.47,18573.31
22.4290,12605.37,42862.56,4750.85,3754.16,9937.08,17862.26,18232.82
22.8290,12605.37,36645.74,4300.70,3993.36,10153.91,15809.61,17231.46
23.2290,12805.55,33237.63,4400.73,4123.83,10437.46,15309.01,15569.35
23.6290,14407.02,36745.99,4160.66,3884.63,9770.28,17261.45,17591.94
24.0291,17009.78,36545.49,4630.81,3746.91,9820.32,16310.23,17832.27
24.4291,14807.41,39854.10,4400.73,3826.64,9453.39,17812.20,16490.49
24.8291,12605.37,36645.74,4730.85,3725.16,7869.01,15309.01,14588.21
25.2291,15007.62,31734.31,3550.48,3580.20,8552.77,14558.15,16310.26
25.6291,12805.55,34941.59,3730.53,3464.22,8519.42,16560.54,16110.01
26.0291,16208.88,29930.52,3850.56,3768.65,9103.14,13907.44,15128.83
26.4291,15608.24,33538.31,3350.43,3370.00,7768.95,14658.26,15068.76
26.8291,12605.37,28427.53,3610.49,3304.76,8369.32,16560.54,15809.64
27.2291,13606.26,35041.82,4060.62,3304.76,7685.57,15609.37,14708.35
