D:\Data_Here\Pieter_Vermeesch\20260217_Morocco_as_apatite_c.b\MAD #5.d
Intensity Vs Time,CPS
Acquired      : 2026-02-17 17:59:13 using Batch 20260217_Morocco_as_apatite_c.b
Time [Sec],P31,Ca43,Pb206,Pb207,Pb208,Th232,U238
0.4286,11604.55,2000.14,10.00,14.49,33.33,100.00,40.00
0.8286,17009.78,2400.20,0.00,14.49,0.00,200.00,40.00
1.2287,9603.12,1700.10,0.00,7.25,0.00,250.00,20.00
1.6287,88866.33,2100.15,10.00,7.25,16.67,200.00,0.00
2.0287,15608.24,1900.12,10.00,28.99,83.33,0.00,20.00
2.4287,14807.41,2000.14,0.00,7.25,16.67,450.01,0.00
2.8287,10803.95,1300.06,40.00,14.49,16.67,0.00,0.00
3.2287,12405.20,2800.27,0.00,0.00,50.00,0.00,0.00
3.6287,9402.99,2100.15,10.00,28.99,33.33,50.00,0.00
4.0287,10803.95,1900.12,10.00,7.25,50.00,0.00,0.00
4.4287,12004.87,1200.05,0.00,14.49,33.33,0.00,20.00
4.8287,13406.08,1400.07,10.00,14.49,50.00,0.00,20.00
5.2287,14206.82,2000.14,20.00,14.49,16.67,0.00,0.00
5.6287,10803.95,2400.20,10.00,7.25,16.67,0.00,0.00
6.0287,8602.50,1600.09,30.00,21.74,50.00,0.00,0.00
6.4288,12805.55,2000.14,0.00,14.49,50.00,0.00,20.00
6.8288,11004.09,2100.15,60.00,123.19,4083.97,113140.23,5721.26
7.2288,1014242.19,88969.13,2780.29,1087.00,12205.65,103359.29,3920.59
7.6288,754580.91,77303.26,2080.16,630.45,11371.57,302632.28,17011.16
8.0288,2255944.73,174330.30,2300.20,449.28,12555.97,465954.10,22279.15
8.4288,3419155.00,309124.80,1930.14,427.54,13206.61,576506.69,27809.82
8.8288,6073662.03,327415.50,2220.19,326.09,12522.61,606161.04,24643.42
9.2288,4879779.37,317296.63,1630.10,318.84,12989.73,689936.23,31317.81
9.6288,3788705.48,401832.13,2160.18,362.32,13156.56,688829.79,29914.50
10.0288,5004187.66,367652.54,1890.14,340.58,14107.54,682983.06,26226.53
10.4288,4866099.67,398030.52,1740.11,282.61,14925.11,632313.72,29313.13
10.8288,3878852.46,292692.70,1940.14,260.87,14307.76,632523.58,29293.09
11.2288,5118367.22,383860.08,2050.16,362.32,12739.48,620724.71,29814.27
11.6288,3199783.29,360477.66,1870.13,311.60,13173.24,598832.81,27589.35
