D:\Data_Here\Pieter_Vermeesch\20260217_Morocco_as_apatite_c.b\B #25.d
Intensity Vs Time,CPS
Acquired      : 2026-02-17 18:15:41 using Batch 20260217_Morocco_as_apatite_c.b
Time [Sec],P31,Ca43,Pb206,Pb207,Pb208,Th232,U238
0.4289,16208.88,1600.09,0.00,7.25,66.67,0.00,20.00
0.8289,16809.55,1400.07,30.00,14.49,0.00,0.00,0.00
1.2289,34640.54,1400.07,20.00,14.49,33.33,0.00,0.00
1.6289,14006.63,1300.06,20.00,7.25,0.00,50.00,0.00
2.0289,13406.08,2000.14,0.00,14.49,66.67,50.00,0.00
2.4289,13406.08,1400.07,0.00,7.25,0.00,0.00,20.00
2.8289,15207.82,1900.12,10.00,0.00,0.00,0.00,0.00
3.2289,14407.02,2200.17,10.00,14.49,0.00,0.00,0.00
3.6289,15408.03,2100.15,0.00,28.99,133.33,0.00,0.00
4.0289,24019.50,3100.33,20.00,14.49,16.67,0.00,0.00
4.4289,13606.26,1400.07,10.00,21.74,33.33,0.00,0.00
4.8289,13806.45,1800.11,10.00,21.74,16.67,0.00,0.00
5.2289,13606.26,1500.08,20.00,0.00,50.00,0.00,0.00
5.6289,11604.55,2700.25,20.00,7.25,33.33,0.00,0.00
6.0290,14206.82,2200.17,0.00,0.00,16.67,0.00,20.00
6.4290,12004.87,1500.08,30.00,36.23,33.33,0.00,0.00
6.8290,16809.55,1800.11,440.01,4566.01,5734.58,50.00,40.00
7.2290,14807.41,11504.51,1930.14,1115.99,1600.10,0.00,0.00
7.6290,18010.97,11204.28,440.01,304.35,483.34,0.00,0.00
8.0290,15608.24,11704.67,150.00,57.97,216.67,0.00,20.00
8.4290,15408.03,7902.13,50.00,65.22,100.00,0.00,0.00
8.8290,14006.63,8702.58,40.00,50.72,66.67,0.00,20.00
9.2290,16609.33,9703.21,40.00,14.49,50.00,0.00,0.00
9.6290,14006.63,8102.24,60.00,21.74,133.33,0.00,0.00
10.0290,17810.72,4900.82,30.00,7.25,116.67,0.00,0.00
10.4290,13606.26,7802.08,20.00,14.49,50.00,0.00,0.00
10.8290,14807.41,7201.77,80.00,14.49,0.00,0.00,0.00
11.2290,16409.10,6601.49,20.00,7.25,50.00,0.00,0.00
11.6290,18211.21,9202.89,20.00,36.23,50.00,0.00,40.00
12.0291,16008.66,7702.02,40.00,7.25,33.33,0.00,0.00
12.4291,15207.82,7201.77,20.00,28.99,0.00,0.00,0.00
12.8291,13406.08,9302.95,30.00,7.25,33.33,50.00,20.00
13.2291,13806.45,8102.24,20.00,0.00,33.33,0.00,0.00
13.6291,15007.62,6901.62,30.00,14.49,33.33,50.00,0.00
14.0291,12405.20,7601.97,10.00,14.49,83.33,0.00,0.00
14.4291,13606.26,5701.11,30.00,7.25,66.67,0.00,0.00
14.8291,15608.24,8402.41,40.00,14.49,0.00,0.00,0.00
15.2291,14407.02,6501.44,10.00,7.25,16.67,0.00,0.00
15.6291,14407.02,7101.72,10.00,14.49,66.67,0.00,0.00
16.0291,14407.02,6201.31,20.00,43.48,66.67,0.00,0.00
16.4291,18611.71,7902.13,20.00,36.23,16.67,0.00,20.00
16.8291,13005.72,7201.77,10.00,0.00,66.67,0.00,0.00
17.2291,17009.78,6401.40,10.00,14.49,50.00,0.00,0.00
17.6292,16208.88,9202.89,50.00,21.74,50.00,0.00,20.00
18.0292,19012.22,9703.21,20.00,7.25,33.33,0.00,0.00
18.4292,14206.82,8102.24,20.00,14.49,0.00,0.00,0.00
18.8292,16208.88,8002.18,30.00,7.25,33.33,0.00,0.00
19.2292,17210.01,8102.24,40.00,21.74,33.33,0.00,0.00
19.6292,17410.25,9603.14,50.00,28.99,0.00,0.00,0.00
20.0292,14607.21,7802.08,50.00,21.74,83.33,0.00,20.00
20.4292,13005.72,7501.92,50.00,7.25,16.67,0.00,0.00
20.8292,17009.78,8102.24,30.00,21.74,16.67,0.00,0.00
21.2292,16809.55,8302.35,30.00,21.74,16.67,0.00,0.00
21.6292,13205.90,7401.87,30.00,50.72,33.33,0.00,20.00
22.0292,12805.55,7301.82,20.00,28.99,16.67,0.00,20.00
22.4292,19613.00,8202.29,40.00,28.99,66.67,0.00,0.00
22.8293,14407.02,7101.72,70.00,7.25,33.33,0.00,0.00
23.2293,11404.40,9102.83,10.00,36.23,66.67,0.00,0.00
23.6293,14807.41,7001.67,10.00,14.49,16.67,0.00,0.00
24.0293,13005.72,6001.23,40.00,28.99,16.67,0.00,0.00
24.4293,13806.45,7802.08,10.00,28.99,50.00,0.00,0.00
24.8293,14006.63,6101.27,10.00,0.00,66.67,0.00,20.00
25.2293,14006.63,7802.08,20.00,21.74,50.00,0.00,0.00
25.6293,17410.25,8202.29,10.00,7.25,50.00,0.00,20.00
26.0293,14607.21,6301.35,50.00,28.99,33.33,0.00,0.00
26.4293,17810.72,7802.08,20.00,21.74,33.33,0.00,60.00
26.8293,15007.62,6801.58,20.00,7.25,33.33,0.00,0.00
27.2293,11804.71,8302.35,20.00,21.74,50.00,0.00,0.00
27.6293,13005.72,6701.53,40.00,50.72,0.00,0.00,0.00
28.0293,18010.97,6401.40,40.00,21.74,16.67,0.00,20.00
28.4293,11204.24,6901.62,10.00,14.49,83.33,50.00,0.00
28.8294,14006.63,7702.02,40.00,14.49,16.67,0.00,0.00
29.2294,16809.55,8402.41,20.00,36.23,50.00,0.00,0.00
29.6294,15408.03,8502.46,20.00,57.97,33.33,0.00,20.00


          Printed:2026-02-17 18:16:15
